"Date","mean_moist"
2022-07-28,2003.11102642276
2022-07-29,2252.37830284553
2022-07-30,2235.14481707317
2022-07-31,2190.47433943089
2022-08-01,2159.40370934959
2022-08-02,2240.63363821138
2022-08-03,2249.99898373984
2022-08-04,2219.12652439024
2022-08-05,2187.71392276423
2022-08-06,2231.38236788618
2022-08-07,2271.42327235772
2022-08-08,2275.49702026222
2022-08-09,2340.46356916579
2022-08-10,2300.99893276414
