"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"926","MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",18.4,NA,NA,NA,42.22,33.69,40.31,170,100,160,"KLSPE15","5",143.333333333333,38.74,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",47.5,NA,NA,NA,70.23,56.51,63.27,366,194,167,"KLSPE2","5",242.333333333333,63.3366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",8.7,NA,NA,NA,27.69,23.95,24.46,3.47,2.6,1.9,"KLSPE3","5",2.65666666666667,25.3666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",33.8,NA,NA,NA,71.21,56.19,60.34,321,262,293,"KLSPE4","5",292,62.58,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",30.8,NA,NA,NA,58.86,49.02,54.94,174,200,130,"KLSPE5","5",168,54.2733333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",101,NA,NA,NA,64.45,68.7,68.1,319,170,225,"KLSPE6","5",238,67.0833333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",68,NA,NA,NA,59.04,60.55,58.39,240,250,450,"KLSPE7","5",313.333333333333,59.3266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",73,NA,NA,NA,39.85,44.2,47.16,230,240,235,"KLSPE8","5",235,43.7366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",37.4,NA,NA,NA,27.78,24.83,27.37,9.58,9.28,7.63,"KLSPE9","5",8.83,26.66,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",95.9,NA,NA,NA,46.29,47.26,43.85,194,158,187,"KLSRC10","5",179.666666666667,45.8,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",41.6,NA,NA,NA,40.45,35.87,36.11,31.54,106.01,83.64,"KLSRC11","5",73.73,37.4766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","AC",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",69.3,NA,NA,NA,56.48,55.94,45.05,17.8,18.4,21.2,"KLSRC13","5",19.1333333333333,52.49,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",103.2,NA,NA,NA,80.12,74.76,66.29,615,432,304,"KLSRC2","5",450.333333333333,73.7233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",80.2,NA,NA,NA,32.61,36.73,42.24,272,196,168,"KLSRC6","5",212,37.1933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",76.7,NA,NA,NA,48.37,42.59,41.23,152,173,166,"KLSRC7","5",163.666666666667,44.0633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",109.3,NA,NA,NA,58.31,67.52,63.61,254,257,352,"KLSRE10","5",287.666666666667,63.1466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",88.2,NA,NA,NA,40.76,47.99,53.6,205,194,254,"KLSRE11","5",217.666666666667,47.45,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",78.2,NA,NA,NA,31.11,38.33,46.63,356,87,162,"KLSRE13","5",201.666666666667,38.69,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",54.2,NA,NA,NA,54.82,47.26,41.13,69,62,54,"KLSRE14","5",61.6666666666667,47.7366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","IR",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",104.2,NA,NA,NA,52.54,38.07,44.53,284,212,127,"KLSRE15","5",207.666666666667,45.0466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","LB",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",99.5,NA,NA,NA,51.51,53.06,55.38,274,359,492,"KLSRE4","5",375,53.3166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",75,NA,NA,NA,52.68,48.93,47.14,198,152,168,"KLSRE6","5",172.666666666667,49.5833333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",57.1,NA,NA,NA,37.39,40.09,32.71,247,279,218,"KLSRE7","5",248,36.73,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","SW",2013,"Salix richardsonii","Common_garden",NA,8,18,"2018",76.4,NA,NA,NA,47.98,49.31,56.04,274,248,278,"KLSRE9","5",266.666666666667,51.11,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP1","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP13","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP14","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP16","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP17","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP18","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP19","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP2","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP21","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP22","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP23","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",14.2,NA,NA,NA,52.61,40.81,36.09,7.53,5.14,3.59,"KP16SP24","2",5.42,43.17,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP25","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP26","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP27","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP28","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP29","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP3","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP30","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP32","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",22.9,NA,NA,NA,51.83,54.2,49.53,150,170,160,"KP16SP33","2",160,51.8533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",13.1,NA,NA,NA,11.67,11.75,9.53,2.7,2.92,1.97,"KP16SP34","2",2.53,10.9833333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP35","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP36","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP37","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP38","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP39","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","IMS",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",11.1,NA,NA,NA,16.97,18.13,18.12,2.24,1.31,1.6,"KP16SP41","2",1.71666666666667,17.74,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP42","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",5,NA,NA,NA,45.68,38.8,40.39,6.03,4.12,4.14,"KP16SP43","2",4.76333333333333,41.6233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP44","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP45","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",22.8,NA,NA,NA,32.1,39.81,44.36,56.36,9.47,8.34,"KP16SP46","2",24.7233333333333,38.7566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","MG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","MG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP48","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP5","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",26.4,NA,NA,NA,23.95,19.36,20.78,5.45,4.85,4.66,"KP16SP51","2",4.98666666666667,21.3633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",22.5,NA,NA,NA,29.15,24.95,24.13,7.14,4.52,3.82,"KP16SP52","2",5.16,26.0766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP53","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP54","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","CF",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",25.7,NA,NA,NA,39.16,33.1,35.86,4.49,2.78,2.43,"KP16SP55","2",3.23333333333333,36.04,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",12,NA,NA,NA,39.26,48.8,53.01,6.36,3.18,4.68,"KP16SP56","2",4.74,47.0233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP57","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP58","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",17,NA,NA,NA,50.32,49.65,53.18,6.64,4.5,4.31,"KP16SP59","2",5.15,51.05,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",25.4,NA,NA,NA,38.27,47.47,50.42,9.34,7.3,6,"KP16SP60","2",7.54666666666667,45.3866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",7,NA,NA,NA,26.96,26.32,27.78,7.46,15.37,17.16,"KP16SR1","2",13.33,27.02,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR24","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",24.6,NA,NA,NA,27.23,30.46,24.52,25.39,8.51,17.02,"KP16SR26","2",16.9733333333333,27.4033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",16.5,NA,NA,NA,49.41,54.18,55.1,49.68,76.81,21.08,"KP16SR27","2",49.19,52.8966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",6.2,NA,NA,NA,37.98,26,20.48,20.03,2.94,3.27,"KP16SR36","2",8.74666666666667,28.1533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",35.6,NA,NA,NA,48.41,36.74,46.11,189,82,184,"KP16SR37","2",151.666666666667,43.7533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",16.2,NA,NA,NA,34.01,34.67,35.54,5.2,109.44,70.73,"KP16SR41","2",61.79,34.74,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","LB",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.5,NA,NA,NA,19.93,20.49,18.18,5.42,5.88,6.68,"KP16SR51","2",5.99333333333333,19.5333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",40.5,NA,NA,NA,33.29,34.76,34.1,186,164,159,"KP16SR52","2",169.666666666667,34.05,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",7.8,NA,NA,NA,39.37,28.79,26.95,69.15,13.28,9.19,"KP16SR53","2",30.54,31.7033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56","2",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",24.3,NA,NA,NA,35.77,41.25,39.86,94.68,107.4,85.84,"KP16SR57","2",95.9733333333333,38.96,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
