"","...1","X.2","X.1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","...31","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","cover","cover_percent","biomass_per_m2","biomass_error_high","biomass_error_low"
"86",3001,3001,3001,3001,"SW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",36,39,17,18,40,37,36,85,52,27,"PC17SR10",23868,5,54.6666666666667,37.6666666666667,28,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0663,6.63,726.897,749.997,703.797
"87",3015,3015,3015,3015,"CF",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",50,103,74,36,45,47,42,106,45,110,"KPSR5",381100,9,87,44.6666666666667,88.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7622,76.22,1807.018,1830.118,1783.918
"88",3086,3086,3086,3086,"IR",2013,"Salix richardsonii","Common_garden",NA,8,17,"2022",25,95,43,33,37,36,49,16,18,13,"KLSRE14",102125,9,15.6666666666667,40.6666666666667,69,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4085,40.85,936.115,959.215,913.015
"89",3089,3089,3089,3089,"IR",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",32,33,28,20,32,33,34,42,36,21,"KP16SR27",29568,6,33,33,30.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0924,9.24,685.956,709.056,662.856
"90",3092,3092,3092,3092,"IR",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",7.5,13,5,9,24,25,29,11,9,NA,"PC17SR12",487.5,5,NA,26,9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065,0.65,142.735,165.835,119.635
"91",3093,3093,3093,3093,"IR",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",14,20,15,16,26,29,21,16,20,8,"PC17SR13",4200,5,14.6666666666667,25.3333333333333,17.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,3,287.7,310.8,264.6
"92",3163,3163,3163,3163,"EW",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,6,93.3333333333333,41.6666666666667,38.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,14.4,1161.36,1184.46,1138.26
"93",3164,3164,3164,3164,"EW",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,6,183.333333333333,41.6666666666667,58.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3366,33.66,1228.554,1251.654,1205.454
"94",3165,3165,3165,3165,"EW",2016,"Salix richardsonii","Common_garden",NA,8,17,"2022",76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,6,213.333333333333,47.3333333333333,66.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4312,43.12,1881.128,1904.228,1858.028
"95",3166,3166,3166,3166,"EW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,5,126.666666666667,40.6666666666667,46.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2162,21.62,1049.278,1072.378,1026.178
"96",3169,3169,3169,3169,"EW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,5,125,40,60,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3519,35.19,1120.761,1143.861,1097.661
"97",3170,3170,3170,3170,"EW",2017,"Salix richardsonii","Common_garden",NA,8,17,"2022",37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,5,106.666666666667,40.6666666666667,34.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1188,11.88,807.372,830.472,784.272
