"","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"1802",1802,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803",1803,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804",1804,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805",1805,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806",1806,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",1807,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",1808,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",1809,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810",1810,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",1811,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",1812,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",1813,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",1814,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815",1815,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR24",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",1816,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",1817,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,25.5,NA,NA,NA,37.13,40.99,37.15,40.88,35.93,27.38,"KP16SR26",NA,3,34.73,38.4233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818",1818,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,23,NA,NA,NA,43.93,43.06,43.44,69.45,35.81,68.91,"KP16SR27",NA,3,58.0566666666667,43.4766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",1819,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820",1820,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",1821,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822",1822,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",1823,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",1824,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",1825,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",1826,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",1827,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,12.8,NA,NA,NA,40.96,40.93,34.86,65.98,26.28,10.97,"KP16SR36",NA,3,34.41,38.9166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",1828,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,45.5,NA,NA,NA,42.98,49.12,49.51,93.22,187,106.1,"KP16SR37",NA,3,128.773333333333,47.2033333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",1829,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",1830,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",1831,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",1832,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,18.9,NA,NA,NA,29.29,33.56,33.27,76.14,69.14,63.35,"KP16SR41",NA,3,69.5433333333333,32.04,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833",1833,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",1834,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",1835,"LB",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",1836,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",1837,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,7.8,NA,NA,NA,25.61,39.24,41.65,85.5,77,41.46,"KP16SR51",NA,3,67.9866666666667,35.5,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",1838,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,37.6,NA,NA,NA,43.37,45.68,43.27,46.42,76.12,74.3,"KP16SR52",NA,3,65.6133333333333,44.1066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",1839,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,10,NA,NA,NA,38.95,38.29,27.61,48.06,37.62,36.81,"KP16SR53",NA,3,40.83,34.95,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",1840,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",1841,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842",1842,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843",1843,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,35.4,NA,NA,NA,39.43,38.76,43.81,129.21,116.47,139.34,"KP16SR57",NA,3,128.34,40.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844",1844,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,8.6,NA,NA,NA,38.9,37.33,37.91,80.08,6.6,NA,"KP16SR58",NA,3,NA,38.0466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",1845,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR59",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",1846,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,20,NA,NA,NA,46.95,37.57,38.2,38.41,32.79,22.89,"KP16SR60",NA,3,31.3633333333333,40.9066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",1847,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR8",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",1848,"JB",2017,"Salix arctica","Common_garden",NA,8,23,2019,3.4,NA,NA,NA,19.32,20.37,21.71,3.3,2,3,"KP17SA10",NA,2,2.76666666666667,20.4666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",1849,"JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA13",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",1850,"JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,2,NA,NA,NA,41.31,36.55,36.85,6.54,7.28,9.28,"KP17SA2",NA,2,7.7,38.2366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851",1851,"JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,0.6,NA,NA,NA,15.17,17.06,7.99,8.02,NA,NA,"KP17SA4",NA,2,NA,13.4066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852",1852,"SAB",2017,"Salix arctica","Common_garden",NA,8,23,2019,2.7,NA,NA,NA,32.21,31.33,33.47,15.37,11.91,13.01,"KP17SA6",NA,2,13.43,32.3366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",1853,"SAB",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",1854,"JB",2017,"Salix arctica","Common_garden",NA,8,23,2019,0.8,NA,NA,NA,NA,NA,NA,5.97,5.22,4.2,"KP17SA8",NA,2,5.13,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",1855,"JB",2017,"Salix arctica","Common_garden",NA,8,23,2019,2.1,NA,NA,NA,16.5,9.16,10.25,4.74,4.08,3.39,"KP17SA9",NA,2,4.07,11.97,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",1856,"IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,20.6,NA,NA,NA,45.57,40.55,43.55,71.66,76.19,71.78,"KP17SP1",NA,2,73.21,43.2233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",1857,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858",1858,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP11",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",1859,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,14.5,NA,NA,NA,54.13,43.69,43.52,106,33.47,152.9,"KP17SP12",NA,2,97.4566666666667,47.1133333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",1860,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP13",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",1861,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,9.8,NA,NA,NA,52.04,44.13,41.28,37.2,45.11,43,"KP17SP14",NA,2,41.77,45.8166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",1862,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP15",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",1863,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP16",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864",1864,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP17",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",1865,"IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,18.7,NA,NA,NA,38,39.4,43.27,69.23,43.26,37.49,"KP17SP2",NA,2,49.9933333333333,40.2233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",1866,"IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP3",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",1867,"IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP4",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",1868,"SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,24.2,NA,NA,NA,36.32,43.22,38.03,49.69,25.24,37.39,"KP17SP5",NA,2,37.44,39.19,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",1869,"MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870",1870,"MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",1871,"MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP8",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872",1872,"AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,14.3,NA,NA,NA,40.51,30.67,34.23,36.99,19.17,15.08,"KP17SP9",NA,2,23.7466666666667,35.1366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873",1873,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,12.5,NA,NA,NA,39.78,35.47,41.47,52.34,52.27,59.43,"KP17SR1",NA,2,54.68,38.9066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",1874,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,12.4,NA,NA,NA,34.59,41.83,42.05,27.86,46.88,64.95,"KP17SR2",NA,2,46.5633333333333,39.49,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875",1875,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,18.3,NA,NA,NA,39.78,37.48,36.22,51.56,67.93,75.7,"KP17SR3",NA,2,65.0633333333333,37.8266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",1876,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,21.3,NA,NA,NA,31.17,35.35,31.56,25.99,34.84,47.27,"KP17SR4",NA,2,36.0333333333333,32.6933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",1877,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR5",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878",1878,"JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,0.6,NA,NA,NA,6.44,9.51,8.37,NA,NA,NA,"KP18SA1",NA,1,NA,8.10666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",1879,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,3.7,NA,NA,NA,26.06,23.29,19.55,7.32,18.59,NA,"KP18SA10",NA,1,NA,22.9666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1880,"JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,1.9,NA,NA,NA,19.97,17.28,19.93,7.31,4.05,NA,"KP18SA2",NA,1,NA,19.06,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881",1881,"JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",1882,"JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,0.9,NA,NA,NA,14.22,12.39,14.51,4.67,NA,NA,"KP18SA4",NA,1,NA,13.7066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",1883,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",1884,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",1885,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",1886,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,2,NA,NA,NA,21.3,16.42,19.25,8.14,11.4,8.59,"KP18SA8",NA,1,9.37666666666667,18.99,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",1887,"EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,3.1,NA,NA,NA,15.81,15.04,17.29,1.54,4.71,NA,"KP18SA9",NA,1,NA,16.0466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",1888,"JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,22.8,NA,NA,NA,32.97,42.54,32.1,21.37,10.55,11.2,"KP18SP1",NA,1,14.3733333333333,35.87,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",1889,"JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,32.5,NA,NA,NA,32.71,37.79,26.29,21.24,32.4,34.36,"KP18SP2",NA,1,29.3333333333333,32.2633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890",1890,"JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,32.8,NA,NA,NA,69.74,50.01,56.93,181,NA,NA,"KP18SP3",NA,1,NA,58.8933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",1891,"JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,24.4,NA,NA,NA,32.75,25.51,37.89,29.7,19.03,30.47,"KP18SP4",NA,1,26.4,32.05,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",1892,"MG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1893,"MG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",1894,"AB",2013,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",1895,"AB",2013,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",1896,"CF",2013,"Salix richardsonii","Common_garden",NA,8,23,2019,46,NA,NA,NA,50.68,45.4,47.83,138,196,124,"KPSR5",NA,6,152.666666666667,47.97,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",1897,"JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,4.5,NA,NA,NA,37.07,43.47,33.56,15.85,17.82,18.36,"PC16CESA2",NA,3,17.3433333333333,38.0333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1898,"IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",1899,"IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP2",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",1900,"IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP5",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",1901,"AB",2016,"Salix pulchra","Common_garden",NA,8,23,2019,9.3,NA,NA,NA,57.7,60.2,56.79,96,55,41.41,"PC16CESP7",NA,3,64.1366666666667,58.23,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",1902,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1903,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",1904,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR8",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1905,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR9",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906",1906,"JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",1907,"SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908",1908,"SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP10",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
