"","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"366",366,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP20",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP21",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP22",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP23",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,24,NA,NA,NA,NA,NA,NA,4,4,2,"HE16SP25",NA,1,3.33333333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,"AB",2016,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP3",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,"JG",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",378,"AB",2016,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",379,"AB",2016,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP5",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",380,"SL",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,"SL",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,"SL",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",383,"SL",2016,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP9",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",384,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",387,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR12",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",388,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR14",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",391,"EW",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR16",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",392,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",396,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR20",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",397,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR21",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR22",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,4.6,NA,NA,NA,NA,NA,NA,8,NA,NA,"HE16SR23",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",400,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR24",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",401,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR25",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR26",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR28",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR29",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR3",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR30",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR4",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR5",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR6",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR7",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR8",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR9",NA,1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,25,NA,NA,NA,24,21,18,17,39,68,"HESP11",NA,4,41.3333333333333,21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,"CF",2013,"Salix pulchra","Common_garden",NA,8,13,2017,13,NA,NA,NA,18,15,25,33,17,45,"HESP12",NA,4,31.6666666666667,19.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,29.5,NA,NA,NA,31,27,34,42,55,48,"HESP12",NA,4,48.3333333333333,30.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,4.1,NA,NA,NA,9,22,15,39,25,22,"HESP14",NA,4,28.6666666666667,15.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,12,NA,NA,NA,12,10,7,11,8,6,"HESP17",NA,4,8.33333333333333,9.66666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,4.5,NA,NA,NA,20,16,14,27,26,15,"HESP18",NA,4,22.6666666666667,16.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,10,NA,NA,NA,17,14,10,22,27,22,"HESP2",NA,4,23.6666666666667,13.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,"MG",2013,"Salix pulchra","Common_garden",NA,8,14,2017,12,NA,NA,NA,20,14,22,42,47,18,"HESP20",NA,4,35.6666666666667,18.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,"AB",2013,"Salix pulchra","Common_garden",NA,8,14,2017,7.7,NA,NA,NA,16,10,9,14,14,10,"HESP23",NA,4,12.6666666666667,11.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,19,NA,NA,NA,20,12,35,30,49,39,"HESP24",NA,4,39.3333333333333,22.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,"AB",2013,"Salix pulchra","Common_garden",NA,8,14,2017,2.2,NA,NA,NA,NA,NA,NA,27,NA,NA,"HESP26",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,"AB",2013,"Salix pulchra","Common_garden",NA,8,14,2017,7.3,NA,NA,NA,32,31,36,35,26,32,"HESP29",NA,4,31,33,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",426,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,25,NA,NA,NA,30,23,22,32,22,77,"HESP3",NA,4,43.6666666666667,25,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,"AB",2013,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,5.2,NA,NA,NA,16,12,13,22,33,41,"HESP4",NA,4,32,13.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,87,NA,NA,NA,61,75,62,175,145,210,"HESP4",NA,4,176.666666666667,66,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",430,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP5",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",431,"CF",2013,"Salix pulchra","Common_garden",NA,8,13,2017,17,NA,NA,NA,24,18,17,25,23,38,"HESP6",NA,4,28.6666666666667,19.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,"IMS",2013,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP9",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",433,"SW",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,7.3,NA,NA,NA,17,5,3,36,17,NA,"HESR13",NA,4,NA,8.33333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,"IR",2013,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,"LB",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,4.3,NA,NA,NA,16,17,13,23,33,17,"HESR2",NA,4,24.3333333333333,15.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,"AC",2013,"Salix richardsonii","Common_garden",NA,8,14,2017,23.5,NA,NA,NA,9,12,15,36,21,31,"HESR21",NA,4,29.3333333333333,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,"AC",2013,"Salix richardsonii","Common_garden",NA,8,14,2017,3.3,NA,NA,NA,27,28,19,16,27,27,"HESR23",NA,4,23.3333333333333,24.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,"AC",2013,"Salix richardsonii","Common_garden",NA,8,14,2017,14.5,NA,NA,NA,21,20,22,27,48,25,"HESR26",NA,4,33.3333333333333,21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,"AC",2013,"Salix richardsonii","Common_garden",NA,8,14,2017,7.5,NA,NA,NA,12,11,13,9,18,14,"HESR27",NA,4,13.6666666666667,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,"LB",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,7,NA,NA,NA,29,26,19,37,42,18,"HESR3",NA,4,32.3333333333333,24.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,"LB",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,5.8,NA,NA,NA,17,17,18,21,24,48,"HESR4",NA,4,31,17.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,"LB",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,3.3,NA,NA,NA,13,7,6,6,12,4,"HESR4B",NA,4,7.33333333333333,8.66666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,"SW",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,14,NA,NA,NA,15,22,19,51,50,20,"HESR6",NA,4,40.3333333333333,18.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,"SW",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,17.5,NA,NA,NA,20,10,6,21,17,40,"HESR7",NA,4,26,12,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,"SW",2013,"Salix richardsonii","Common_garden",NA,8,13,2017,12,NA,NA,NA,15,18,11,49,38,46,"HESR8",NA,4,44.3333333333333,14.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,"IMS",2015,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,"IR",2015,"Salix pulchra","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP2",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,"LB",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,"LB",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,"LB",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"LB",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR4",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"SW",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,"SW",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,"IR",2015,"Salix richardsonii","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,"SW",2015,"Salix richardsonii","Common_garden",NA,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESR1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,2.5,NA,NA,NA,22,26,18,15,8,NA,"K15PSA10",NA,2,NA,22,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",463,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,2.9,NA,NA,NA,25,29,22,10,13,11,"K15PSA11",NA,2,11.3333333333333,25.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",464,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,2.7,NA,NA,NA,31,24,25,4,4,8,"K15PSA12",NA,2,5.33333333333333,26.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,2.1,NA,NA,NA,27,27,13,9,4,10,"K15PSA13",NA,2,7.66666666666667,22.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,4.6,NA,NA,NA,32,31,19,11,9,NA,"K15PSA15",NA,2,NA,27.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,5,NA,NA,NA,35,33,40,15,9,15,"K15PSA2",NA,2,13,36,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,1.1,NA,NA,NA,15,21,15,14,10,10,"K15PSA6",NA,2,11.3333333333333,17,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,1.9,NA,NA,NA,44,45,35,13,12,11,"K15PSA7",NA,2,12,41.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,2.7,NA,NA,NA,42,34,30,8,11,NA,"K15PSA8",NA,2,NA,35.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,"JB",2015,"Salix arctica","Common_garden",NA,8,14,2017,6.2,NA,NA,NA,33,38,36,8,12,8,"K15PSA9",NA,2,9.33333333333333,35.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",476,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,"MG",2015,"Salix pulchra","Common_garden",NA,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
