"","SITE","SUBSITE","TRTMT","PLOT","YEAR","SPP","STATUS","TISSUE","X","Y","Hit.Order","Abundance","Height..cm.","X.1","X.2","unique_coords"
"24757","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Stem",9,8,NA,1,9.9,"","","98"
"24761","QHI","HE","CTL",2,2016,"Salix pulchra","Standing dead","Stem",10,8,NA,1,13.1,"","","108"
"24763","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",1,9,NA,2,12.2,"","","19"
"24774","QHI","HE","CTL",2,2016,"Salix pulchra","Standing dead","Leaf",3,9,NA,2,6.4,"","","39"
"24783","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",6,9,NA,1,9.1,"","","69"
"24792","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",8,9,NA,2,25.1,"","","89"
"24797","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",9,9,NA,3,10.2,"","","99"
"24807","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",10,9,NA,2,18,"","","109"
"24809","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",1,10,NA,1,10.5,"","","110"
"24816","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",3,10,NA,2,14.6,"","","310"
"24827","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",5,10,NA,2,5.3,"","","510"
"24830","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",6,10,NA,1,13.7,"","","610"
"24847","QHI","HE","CTL",2,2016,"Salix pulchra","Live","Leaf",10,10,NA,3,21.2,"","","1010"
"24857","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",2,1,NA,1,18.3,"","","21"
"24862","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Stem",3,1,NA,1,6.9,"","","31"
"24882","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",9,1,NA,1,9.6,"","","91"
"24891","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",1,2,NA,1,11.1,"","","12"
"24927","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",2,3,NA,4,13.9,"","","23"
"24933","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",3,3,NA,1,10.2,"","","33"
"24969","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Stem",2,4,NA,1,6.2,"","","24"
"25003","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",1,5,NA,4,19,"","","15"
"25014","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",4,5,NA,2,13.4,"","","45"
"25057","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",5,6,NA,1,17.2,"","","56"
"25069","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",9,6,NA,1,17,"","","96"
"25075","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",10,6,NA,1,13.9,"","","106"
"25085","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",2,7,NA,1,4.4,"","","27"
"25089","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",3,7,NA,2,7.1,"","","37"
"25121","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",1,8,NA,1,16.3,"","","18"
"25128","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",2,8,NA,1,6.2,"","","28"
"25141","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Stem",4,8,NA,1,15.4,"","","48"
"25163","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",1,9,NA,2,7.8,"","","19"
"25176","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",3,9,NA,3,6.5,"","","39"
"25181","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",4,9,NA,3,17.6,"","","49"
"25209","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Stem",1,10,NA,1,7.1,"","","110"
"25215","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",2,10,NA,1,6.6,"","","210"
"25227","QHI","HE","CTL",3,2016,"Salix pulchra","Live","Leaf",4,10,NA,2,5.1,"","","410"
"25271","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",5,1,NA,2,7.5,"","","51"
"25278","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",6,1,NA,1,4.9,"","","61"
"25286","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,1,NA,1,8.1,"","","81"
"25292","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",9,1,NA,1,5.1,"","","91"
"25295","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",10,1,NA,1,10,"","","101"
"25303","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",2,2,NA,2,11.4,"","11,37615385","22"
"25317","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",5,2,NA,1,5.2,"","","52"
"25329","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,2,NA,1,9.3,"","","82"
"25334","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",9,2,NA,1,11,"","","92"
"25340","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,2,NA,1,8,"","","102"
"25348","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",2,3,NA,1,5.9,"","","23"
"25351","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",3,3,NA,3,8.7,"","","33"
"25357","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",4,3,NA,1,4.9,"","","43"
"25367","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",7,3,NA,1,5.5,"","","73"
"25370","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,3,NA,1,5.9,"","","83"
"25383","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",1,4,NA,2,5.4,"","","14"
"25395","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",4,4,NA,3,16.4,"","","44"
"25412","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",9,4,NA,1,8.9,"","","94"
"25423","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",1,5,NA,2,5.4,"","","15"
"25440","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",4,5,NA,2,10,"","","45"
"25449","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",6,5,NA,1,4.7,"","","65"
"25451","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",7,5,NA,1,7.4,"","","75"
"25464","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",9,5,NA,2,5.1,"","","95"
"25485","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",3,6,NA,1,5.4,"","","36"
"25497","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",5,6,NA,1,8.9,"","","56"
"25517","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,6,NA,1,5,"","","86"
"25524","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,6,NA,1,4.6,"","","106"
"25532","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",1,7,NA,1,2.3,"","","17"
"25537","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",2,7,NA,1,2.4,"","","27"
"25540","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",3,7,NA,3,9.5,"","","37"
"25543","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",4,7,NA,1,12.4,"","","47"
"25547","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",5,7,NA,3,9.4,"","","57"
"25553","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",7,7,NA,2,6.6,"","","77"
"25560","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",9,7,NA,1,1.9,"","","97"
"25562","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,7,NA,1,5.2,"","","107"
"25595","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",6,8,NA,2,7.5,"","","68"
"25600","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,8,NA,2,13,"","","88"
"25607","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",9,8,NA,1,5.5,"","","98"
"25610","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,8,NA,2,19.1,"","","108"
"25626","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",3,9,NA,1,5.4,"","","39"
"25629","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",3,9,NA,1,7,"","","39"
"25644","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",7,9,NA,5,16.2,"","","79"
"25654","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Stem",9,9,NA,1,4.4,"","","99"
"25656","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,9,NA,1,5.5,"","","109"
"25663","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",1,10,NA,1,6.4,"","","110"
"25683","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",6,10,NA,3,14.6,"","","610"
"25689","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",7,10,NA,2,14.7,"","","710"
"25697","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",8,10,NA,3,8.2,"","","810"
"25702","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",9,10,NA,2,7.4,"","","910"
"25706","QHI","HE","CTL",4,2016,"Salix pulchra","Live","Leaf",10,10,NA,2,5.5,"","","1010"
"25708","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,1,NA,2,9,"","","11"
"25721","QHI","HE","CTL",5,2016,"Salix pulchra","Stem","Live",4,1,NA,1,1.9,"","","41"
"25729","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",7,1,NA,1,7,"","","71"
"25740","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",9,1,NA,2,3.9,"","","91"
"25756","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",2,2,NA,1,7.4,"","","22"
"25778","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,2,NA,1,4.6,"","","82"
"25788","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",10,2,NA,2,10.6,"","","102"
"25816","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",7,3,NA,1,16.2,"","","73"
"25819","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,3,NA,1,8,"","","83"
"25827","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",10,3,NA,2,11.1,"","","103"
"25830","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,4,NA,1,6.4,"","","14"
"25834","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",2,4,NA,1,5.6,"","","24"
"25837","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",3,4,NA,1,13.9,"","","34"
"25848","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",6,4,NA,3,11.5,"","","64"
"25855","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,4,NA,2,25.5,"","","84"
"25866","QHI","HE","CTL",5,2016,"Salix pulchra","Stem","Live",10,4,NA,1,3.1,"","","104"
"25871","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,5,NA,1,14.6,"","","15"
"25878","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",2,5,NA,1,4.2,"","","25"
"25881","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",3,5,NA,1,7.5,"","","35"
"25894","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",6,5,NA,1,12,"","","65"
"25912","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,6,NA,1,7.4,"","","16"
"25916","QHI","HE","CTL",5,2016,"Salix pulchra","Stem","Live",2,6,NA,1,2.5,"","","26"
"25921","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",3,6,NA,1,4.1,"","","36"
"25929","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",5,6,NA,1,4.5,"","","56"
"25954","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,7,NA,2,5.2,"","","17"
"25958","QHI","HE","CTL",5,2016,"Salix pulchra","Stem","Live",2,7,NA,1,6.4,"","","27"
"25975","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",6,7,NA,4,4.1,"","","67"
"25995","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",1,8,NA,2,6.1,"","","18"
"26004","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",3,8,NA,1,4.6,"","","38"
"26030","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,8,NA,1,5,"","","88"
"26072","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,9,NA,1,11.8,"","","89"
"26097","QHI","HE","CTL",5,2016,"Salix pulchra","Stem","Live",4,10,NA,1,5,"","","410"
"26112","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",7,10,NA,1,7.5,"","","710"
"26116","QHI","HE","CTL",5,2016,"Salix pulchra","Leaf","Live",8,10,NA,1,12.4,"","","810"
"26142","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,1,NA,1,17.5,"","","41"
"26148","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",5,1,NA,1,8.9,"","","51"
"26151","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",6,1,NA,2,16.7,"","","61"
"26164","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",8,1,NA,1,15.9,"","","81"
"26175","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",10,1,NA,2,11.2,"","","101"
"26184","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",2,2,NA,2,13.9,"","","22"
"26191","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",3,2,NA,1,13.3,"","","32"
"26197","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,2,NA,1,15.8,"","","42"
"26200","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",5,2,NA,2,13,"","","52"
"26204","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",6,2,NA,1,22.1,"","","62"
"26212","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",7,2,NA,1,15.5,"","","72"
"26229","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",10,2,NA,1,14.1,"","","102"
"26266","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",9,3,NA,1,14,"","","93"
"26302","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",6,4,NA,1,15.2,"","","64"
"26308","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",7,4,NA,1,7.7,"","","74"
"26318","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",9,4,NA,2,17.9,"","","94"
"26363","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",8,5,NA,2,11.7,"","","85"
"26395","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,6,NA,3,15.5,"","","46"
"26402","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",6,6,NA,1,12.6,"","","66"
"26406","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",7,6,NA,2,10.5,"","","76"
"26418","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",10,6,NA,1,10.8,"","","106"
"26422","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",1,7,NA,1,15.6,"","","17"
"26430","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",3,7,NA,1,6.5,"","","37"
"26433","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,7,NA,1,22.1,"","","47"
"26440","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",5,7,NA,1,25.2,"","","57"
"26449","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",7,7,NA,4,27.3,"","","77"
"26462","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",10,7,NA,1,12.3,"","","107"
"26468","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",2,8,NA,1,18.1,"","","28"
"26473","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",3,8,NA,1,17.8,"","","38"
"26479","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,8,NA,3,21.5,"","","48"
"26487","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",5,8,NA,2,22,"","","58"
"26493","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",6,8,NA,2,22.2,"","","68"
"26500","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",7,8,NA,1,13.2,"","","78"
"26503","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",8,8,NA,2,25.1,"","","88"
"26521","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",2,9,NA,2,21.4,"","","29"
"26527","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Stem",3,9,NA,1,18.8,"","","39"
"26532","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",4,9,NA,3,19.5,"","","49"
"26542","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",5,9,NA,1,16.7,"","","59"
"26546","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Stem",6,9,NA,1,8.1,"","","69"
"26554","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",8,9,NA,2,25.8,"","","89"
"26559","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Stem",9,9,NA,2,19.6,"","","99"
"26563","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",10,9,NA,1,12.9,"","","109"
"26576","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",3,10,NA,1,19.3,"","","310"
"26586","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Stem",4,10,NA,2,14.1,"","","410"
"26604","QHI","HE","CTL",6,2016,"Salix pulchra","Live","Leaf",9,10,NA,1,14.9,"","","910"
"28446","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",4,1,NA,1,5.5,"","","41"
"28456","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",7,1,NA,1,8,"","","71"
"28461","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",8,1,NA,1,8.5,"","","81"
"28463","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,1,NA,2,16,"","","91"
"28467","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,1,NA,2,11.8,"","","101"
"28498","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,2,NA,1,12.1,"","","92"
"28501","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,2,NA,2,19.5,"","","102"
"28510","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",3,3,NA,1,2.7,"","","33"
"28533","QHI","HE","CTL",1,2017,"Salix pulchra","Standing dead","Leaf",10,3,NA,3,13,"","","103"
"28540","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",1,4,NA,2,15,"","","14"
"28546","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",2,4,NA,2,6.5,"","","24"
"28550","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",3,4,NA,1,6.8,"","","34"
"28552","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",4,4,NA,1,9.9,"","","44"
"28561","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Flower",7,4,NA,1,14.8,"","","74"
"28573","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,4,NA,1,12.3,"","","104"
"28586","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",2,5,NA,1,13.6,"","","25"
"28597","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Stem",5,5,NA,1,9.8,"","","55"
"28601","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",6,5,NA,1,18.1,"","","65"
"28609","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",8,5,NA,2,15.5,"","","85"
"28618","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,5,NA,1,3.8,"","","105"
"28631","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Stem",4,6,NA,1,12.5,"","","46"
"28635","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",5,6,NA,1,10.5,"","","56"
"28641","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",7,6,NA,1,14.8,"","","76"
"28643","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",8,6,NA,2,16.5,"","","86"
"28646","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,6,NA,3,18.9,"","","96"
"28651","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,6,NA,1,7.8,"","","106"
"28675","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",8,7,NA,3,10.5,"","","87"
"28678","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,7,NA,2,23.3,"","","97"
"28720","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,8,NA,3,15.9,"","","98"
"28724","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",10,8,NA,1,16,"","","108"
"28761","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,9,NA,1,13.3,"","","99"
"28801","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",8,10,NA,2,12.5,"","","810"
"28805","QHI","HE","CTL",1,2017,"Salix pulchra","Live","Leaf",9,10,NA,2,16.9,"","","910"
"28813","QHI","HE","CTL",1,2017,"Salix pulchra","Standing dead","Leaf",10,10,NA,1,7,"","","1010"
"28832","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",4,1,NA,2,5.9,"","","41"
"28835","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",5,1,NA,2,3.4,"","","51"
"28855","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",9,1,NA,1,7.9,"","","91"
"28861","QHI","HE","CTL",2,2017,"Salix pulchra","Standing dead","Stem",10,1,NA,1,6.5,"","","101"
"28867","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",1,2,NA,2,9.7,"","","12"
"28890","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",6,2,NA,1,3.4,"","","62"
"28901","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",9,2,NA,3,5.2,"","","92"
"28911","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",2,3,NA,1,7.9,"","","23"
"28917","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",4,3,NA,1,4.7,"","","43"
"28949","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",2,4,NA,1,14.5,"","","24"
"28953","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",3,4,NA,2,7.7,"","","34"
"28956","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",4,4,NA,2,9.1,"","","44"
"28980","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Stem",1,5,NA,1,4.9,"","","15"
"28987","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",3,5,NA,1,11.1,"","","35"
"29018","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",2,6,NA,1,20.5,"","","26"
"29021","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",3,6,NA,1,10.8,"","","36"
"29056","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Stem",3,7,NA,1,4.7,"","","37"
"29058","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",4,7,NA,2,8.4,"","","47"
"29062","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",5,7,NA,2,9.7,"","","57"
"29079","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",10,7,NA,1,7.6,"","","107"
"29084","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",1,8,NA,2,14.2,"","","18"
"29093","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",3,8,NA,1,14.9,"","","38"
"29096","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",4,8,NA,1,11.6,"","","48"
"29099","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",5,8,NA,2,14.7,"","","58"
"29116","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",9,8,NA,2,18.4,"","","98"
"29123","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",1,9,NA,4,19.9,"","","19"
"29128","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",2,9,NA,2,16.6,"","","29"
"29130","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",3,9,NA,3,18.9,"","","39"
"29155","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",10,9,NA,1,7.9,"","","109"
"29160","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",1,10,NA,1,12.2,"","","110"
"29164","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Stem",2,10,NA,2,7.2,"","","210"
"29175","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",5,10,NA,1,10.1,"","","510"
"29185","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Stem",7,10,NA,1,14.2,"","","710"
"29189","QHI","HE","CTL",2,2017,"Salix pulchra","Live","Leaf",8,10,NA,1,16.5,"","","810"
"29212","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",3,1,NA,2,14.1,"","","31"
"29229","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",8,1,NA,1,11.2,"","","81"
"29270","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",8,2,NA,1,12.4,"","","82"
"29308","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",9,3,NA,2,19.4,"","","93"
"29316","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",10,3,NA,2,14.6,"","","103"
"29341","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",7,4,NA,1,22.1,"","","74"
"29389","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",10,5,NA,2,8.9,"","","105"
"29415","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",6,6,NA,2,14.7,"","","66"
"29448","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",6,7,NA,1,17.3,"","","67"
"29454","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",8,7,NA,2,10.4,"","","87"
"29461","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",10,7,NA,1,14.4,"","","107"
"29487","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",7,8,NA,1,8,"","","78"
"29497","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",9,8,NA,1,4.4,"","","98"
"29528","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Stem",7,9,NA,2,9.6,"","","79"
"29532","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",8,9,NA,2,7.2,"","","89"
"29536","QHI","HE","CTL",3,2017,"Salix pulchra","Live","Leaf",9,9,NA,3,8.1,"","","99"
