"Date","mean_temp"
2022-06-01,-0.261011904761905
2022-06-02,-0.218424479166667
2022-06-03,-0.148111979166667
2022-06-04,-0.121907552083333
2022-06-05,-0.100151909722222
2022-06-06,-0.0748155381944444
2022-06-07,0.0462782118055556
2022-06-08,0.234266493055556
2022-06-09,0.640896267361111
2022-06-10,1.10823567708333
2022-06-11,1.11800130208333
2022-06-12,1.22482638888889
2022-06-13,1.50906032986111
2022-06-14,1.27625868055556
2022-06-15,2.69580078125
2022-06-16,4.68614366319444
2022-06-17,6.85308159722222
2022-06-18,6.77479383680556
2022-06-19,5.08409288194444
2022-06-20,4.8857421875
2022-06-21,5.27913411458333
2022-06-22,5.47281901041667
2022-06-23,8.80984157986111
2022-06-24,9.62456597222222
2022-06-25,11.8866644965278
2022-06-26,13.5417571676803
2022-06-27,13.2738172743056
2022-06-28,13.8766276041667
2022-06-29,11.94921875
2022-06-30,10.8337673611111
2022-07-01,14.1133897569444
2022-07-02,14.3693033854167
2022-07-03,14.9619683159722
2022-07-04,16.4200303819444
2022-07-05,15.6500651041667
2022-07-06,13.8602973090278
2022-07-07,12.5594618055556
2022-07-08,10.8216688368056
2022-07-09,9.88726128472222
2022-07-10,9.2177734375
2022-07-11,6.73849826388889
2022-07-12,4.4541015625
2022-07-13,8.11181640625
2022-07-14,4.9580078125
2022-07-15,7.52642144097222
2022-07-16,8.16997612847222
2022-07-17,10.3285590277778
2022-07-18,7.67540147569444
2022-07-19,6.90711805555556
2022-07-20,4.71430121527778
2022-07-21,6.60384114583333
2022-07-22,7.45383029513889
2022-07-23,6.55365668402778
2022-07-24,5.5869140625
2022-07-25,10.9998372395833
2022-07-26,14.8142903645833
2022-07-27,5.77685546875
2022-07-28,7.30734592013889
2022-07-29,9.51199001736111
2022-07-30,10.2077365451389
2022-07-31,7.15695529513889
2022-08-01,9.46750217013889
2022-08-02,5.18695746527778
2022-08-03,6.86170789930556
2022-08-04,10.44189453125
2022-08-05,9.36675347222222
2022-08-06,7.26714409722222
2022-08-07,5.70529513888889
2022-08-08,5.20708550347222
2022-08-09,7.10595703125
2022-08-10,3.70317925347222
2022-08-11,8.19498697916667
2022-08-12,11.4835069444444
2022-08-13,9.60525173611111
2022-08-14,7.63845486111111
2022-08-15,5.72265142150803
