Date & time,TMS3 number,Soil temperature -6 cm,Surface temperature,Air temperature +12 cm,period in 640 μs,error by probe,temperature correction,Volumetric soil moisture without temp correction,Vol. moisture
2022.02.08 19:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 19:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 19:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 19:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 20:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 20:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 20:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 20:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 21:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 21:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 21:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 21:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 22:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 22:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 22:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 22:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 23:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 23:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 23:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.08 23:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 00:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 00:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 00:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 00:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 01:00,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 01:15,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 01:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 01:45,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 02:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 02:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 02:30,0,#VALUE!,-1,-2375,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 02:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 03:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 03:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 03:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 03:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 04:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 04:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 04:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 04:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 05:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 05:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 05:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 05:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 06:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 06:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 06:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 06:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 07:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 07:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 07:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 07:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 08:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 08:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 08:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 08:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 09:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 09:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 09:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 09:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 10:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 10:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 10:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 10:45,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 11:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 11:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 11:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 11:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 12:00,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 12:15,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 12:30,0,#VALUE!,-1,-23125,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 12:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 13:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 13:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 13:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 13:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 14:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 14:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 14:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 14:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 15:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 15:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 15:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 15:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 16:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 16:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 16:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 16:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 17:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 17:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 17:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 17:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 18:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 18:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 18:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 18:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 19:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 19:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 19:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 19:45,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 20:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 20:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 20:30,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 20:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 21:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 21:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 21:30,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 21:45,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 22:00,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 22:15,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 22:30,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 22:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 23:00,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 23:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 23:30,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.09 23:45,0,#VALUE!,-1,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 00:00,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 00:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 00:30,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 00:45,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 01:00,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 01:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 01:30,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 01:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 02:00,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 02:15,0,#VALUE!,#VALUE!,#VALUE!,1187,202,#VALUE!,0.063,#VALUE!
2022.02.10 02:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 02:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 03:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 03:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 03:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 03:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 04:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 04:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 04:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 04:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 05:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 05:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 05:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 05:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 06:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 06:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 06:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 06:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 07:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 07:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 07:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 07:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 08:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 08:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 08:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 08:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 09:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 09:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 09:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 09:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 10:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 10:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 10:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 10:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 11:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 11:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 11:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 11:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 12:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 12:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 12:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 12:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 13:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 13:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 13:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 13:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 14:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 14:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 14:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 14:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 15:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 15:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 15:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 15:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 16:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 16:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 16:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 16:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 17:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 17:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 17:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 17:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 18:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 18:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 18:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 18:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 19:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 19:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 19:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 19:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 20:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 20:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 20:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 20:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 21:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 21:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 21:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 21:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 22:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 22:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 22:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 22:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 23:00,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 23:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 23:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.10 23:45,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 00:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 00:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 00:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 00:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 01:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 01:15,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 01:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 01:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 02:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 02:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 02:30,0,#VALUE!,#VALUE!,#VALUE!,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 02:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 03:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 03:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 03:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 03:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 04:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 04:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 04:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 04:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 05:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 05:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 05:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 05:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 06:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 06:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 06:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 06:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 07:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 07:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 07:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 07:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 08:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 08:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 08:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 08:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 09:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 09:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 09:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 09:45,0,#VALUE!,#VALUE!,-2125,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 10:00,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 10:15,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 10:30,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 10:45,0,#VALUE!,#VALUE!,-21875,1188,202,#VALUE!,0.063,#VALUE!
2022.02.11 11:00,0,#VALUE!,#VALUE!,-2125,1188,202,#VALUE!,0.063,#VALUE!
