Date & time,TMS3 number,Soil temperature -6 cm,Surface temperature,Air temperature +12 cm,period in 640 μs,error by probe,temperature correction,Volumetric soil moisture without temp correction,Vol. moisture
2021.08.15 22:30,0,5,7,86875,1948,202,1980,0.193,0.208
2021.08.15 22:45,0,5,7125,9375,1946,202,1978,0.193,0.207
2021.08.15 23:00,0,50625,7125,8125,1944,202,-82385,0.193,105.430
2021.08.15 23:15,0,50625,70625,81875,1941,202,-82424,0.192,105.533
2021.08.15 23:30,0,5125,7125,9625,1939,202,-6568,0.192,-0.148
2021.08.15 23:45,0,50625,71875,103125,1937,202,-82475,0.191,105.671
2021.08.16 00:00,0,5125,7375,103125,1934,202,-6579,0.191,-0.147
2021.08.16 00:15,0,5125,#VALUE!,100625,1932,202,-6583,0.190,-0.147
2021.08.16 00:30,0,5125,#VALUE!,#VALUE!,1930,202,-6588,0.190,-0.146
2021.08.16 00:45,0,5125,7375,91875,1928,202,-6592,0.190,-0.146
2021.08.16 01:00,0,51875,#VALUE!,84375,1926,202,-84704,0.189,111.740
2021.08.16 01:15,0,51875,7125,84375,1924,202,-84731,0.189,111.812
2021.08.16 01:30,0,#VALUE!,7125,8125,1922,202,#VALUE!,0.189,#VALUE!
2021.08.16 01:45,0,#VALUE!,7,8,1920,202,#VALUE!,0.188,#VALUE!
2021.08.16 02:00,0,#VALUE!,69375,7875,1918,202,#VALUE!,0.188,#VALUE!
2021.08.16 02:15,0,#VALUE!,69375,#VALUE!,1916,202,#VALUE!,0.188,#VALUE!
2021.08.16 02:30,0,#VALUE!,7,8125,1914,202,#VALUE!,0.187,#VALUE!
2021.08.16 02:45,0,#VALUE!,6875,#VALUE!,1913,202,#VALUE!,0.187,#VALUE!
2021.08.16 03:00,0,53125,#VALUE!,7,1911,202,-86993,0.187,118.147
2021.08.16 03:15,0,53125,6625,64375,1909,202,-87020,0.186,118.222
2021.08.16 03:30,0,53125,#VALUE!,#VALUE!,1908,202,-87033,0.186,118.260
2021.08.16 03:45,0,53125,6375,5875,1906,202,-87060,0.186,118.336
2021.08.16 04:00,0,5375,63125,56875,1905,202,-7061,0.186,-0.093
2021.08.16 04:15,0,5375,6125,45625,1903,202,-7066,0.185,-0.093
2021.08.16 04:30,0,5375,5875,#VALUE!,1902,202,-7068,0.185,-0.092
2021.08.16 04:45,0,5375,5625,25625,1901,202,-7070,0.185,-0.092
2021.08.16 05:00,0,5375,5375,2125,1900,202,-7073,0.185,-0.092
2021.08.16 05:15,0,5375,51875,#VALUE!,1899,202,-7075,0.184,-0.092
2021.08.16 05:30,0,5375,5,20625,1898,202,-7077,0.184,-0.091
2021.08.16 05:45,0,5375,4875,2,1897,202,-7079,0.184,-0.091
2021.08.16 06:00,0,5375,#VALUE!,#VALUE!,1897,202,-7079,0.184,-0.091
2021.08.16 06:15,0,5375,4625,#VALUE!,1896,202,-7082,0.184,-0.091
2021.08.16 06:30,0,5375,#VALUE!,19375,1895,202,-7084,0.184,-0.090
2021.08.16 06:45,0,5375,44375,20625,1895,202,-7084,0.184,-0.090
2021.08.16 07:00,0,5375,4375,2,1895,202,-7084,0.184,-0.090
2021.08.16 07:15,0,5375,#VALUE!,1125,1894,202,-7086,0.184,-0.090
2021.08.16 07:30,0,53125,4125,1125,1894,202,-87220,0.184,118.790
2021.08.16 07:45,0,53125,4,1125,1893,202,-87233,0.183,118.828
2021.08.16 08:00,0,53125,39375,#VALUE!,1893,202,-87233,0.183,118.828
2021.08.16 08:15,0,#VALUE!,3875,1,1893,202,#VALUE!,0.183,#VALUE!
2021.08.16 08:30,0,#VALUE!,38125,#VALUE!,1892,202,#VALUE!,0.183,#VALUE!
2021.08.16 08:45,0,#VALUE!,#VALUE!,#VALUE!,1892,202,#VALUE!,0.183,#VALUE!
2021.08.16 09:00,0,#VALUE!,3625,#VALUE!,1892,202,#VALUE!,0.183,#VALUE!
2021.08.16 09:15,0,#VALUE!,35625,#VALUE!,1891,202,#VALUE!,0.183,#VALUE!
2021.08.16 09:30,0,#VALUE!,#VALUE!,#VALUE!,1891,202,#VALUE!,0.183,#VALUE!
2021.08.16 09:45,0,#VALUE!,3375,#VALUE!,1891,202,#VALUE!,0.183,#VALUE!
2021.08.16 10:00,0,51875,33125,#VALUE!,1891,202,-85161,0.183,113.003
2021.08.16 10:15,0,51875,#VALUE!,#VALUE!,1891,202,-85161,0.183,113.003
2021.08.16 10:30,0,5125,31875,#VALUE!,1891,202,-6673,0.183,-0.137
2021.08.16 10:45,0,5125,3125,#VALUE!,1891,202,-6673,0.183,-0.137
2021.08.16 11:00,0,5125,30625,#VALUE!,1891,202,-6673,0.183,-0.137
2021.08.16 11:15,0,5125,3,#VALUE!,1891,202,-6673,0.183,-0.137
2021.08.16 11:30,0,5125,3,#VALUE!,1891,202,-6673,0.183,-0.137
2021.08.16 11:45,0,5125,2875,#VALUE!,1890,202,-6675,0.183,-0.137
2021.08.16 12:00,0,50625,#VALUE!,#VALUE!,1891,202,-83063,0.183,107.253
2021.08.16 12:15,0,50625,#VALUE!,#VALUE!,1890,202,-83075,0.183,107.287
2021.08.16 12:30,0,5,#VALUE!,#VALUE!,1891,202,1923,0.183,0.197
2021.08.16 12:45,0,5,#VALUE!,#VALUE!,1890,202,1922,0.183,0.197
2021.08.16 13:00,0,5,2625,-1,1890,202,1922,0.183,0.197
2021.08.16 13:15,0,5,25625,#VALUE!,1891,202,1923,0.183,0.197
2021.08.16 13:30,0,5,#VALUE!,-1,1891,202,1923,0.183,0.197
2021.08.16 13:45,0,5,#VALUE!,#VALUE!,1890,202,1922,0.183,0.197
2021.08.16 14:00,0,49375,#VALUE!,#VALUE!,1890,202,-80976,0.183,101.685
2021.08.16 14:15,0,4875,25625,#VALUE!,1891,202,-6253,0.183,-0.179
2021.08.16 14:30,0,4875,2625,2,1891,202,-6253,0.183,-0.179
2021.08.16 14:45,0,4875,#VALUE!,#VALUE!,1891,202,-6253,0.183,-0.179
2021.08.16 15:00,0,4875,29375,#VALUE!,1891,202,-6253,0.183,-0.179
2021.08.16 15:15,0,4875,3125,#VALUE!,1891,202,-6253,0.183,-0.179
2021.08.16 15:30,0,4875,#VALUE!,4,1891,202,-6253,0.183,-0.179
2021.08.16 15:45,0,48125,#VALUE!,4625,1891,202,-78865,0.183,96.201
2021.08.16 16:00,0,48125,36875,5125,1891,202,-78865,0.183,96.201
2021.08.16 16:15,0,48125,3875,55625,1891,202,-78865,0.183,96.201
2021.08.16 16:30,0,#VALUE!,40625,5625,1890,202,#VALUE!,0.183,#VALUE!
2021.08.16 16:45,0,#VALUE!,#VALUE!,6125,1890,202,#VALUE!,0.183,#VALUE!
2021.08.16 17:00,0,#VALUE!,44375,6625,1890,202,#VALUE!,0.183,#VALUE!
2021.08.16 17:15,0,#VALUE!,#VALUE!,73125,1889,202,#VALUE!,0.183,#VALUE!
2021.08.16 17:30,0,#VALUE!,4875,#VALUE!,1889,202,#VALUE!,0.183,#VALUE!
2021.08.16 17:45,0,#VALUE!,50625,#VALUE!,1888,202,#VALUE!,0.182,#VALUE!
2021.08.16 18:00,0,#VALUE!,#VALUE!,76875,1887,202,#VALUE!,0.182,#VALUE!
2021.08.16 18:15,0,#VALUE!,5375,#VALUE!,1887,202,#VALUE!,0.182,#VALUE!
2021.08.16 18:30,0,#VALUE!,#VALUE!,7625,1886,202,#VALUE!,0.182,#VALUE!
2021.08.16 18:45,0,#VALUE!,5625,8875,1885,202,#VALUE!,0.182,#VALUE!
2021.08.16 19:00,0,#VALUE!,6,10125,1885,202,#VALUE!,0.182,#VALUE!
2021.08.16 19:15,0,#VALUE!,#VALUE!,#VALUE!,1884,202,#VALUE!,0.182,#VALUE!
2021.08.16 19:30,0,#VALUE!,6625,#VALUE!,1883,202,#VALUE!,0.182,#VALUE!
2021.08.16 19:45,0,#VALUE!,6625,9625,1881,202,#VALUE!,0.181,#VALUE!
2021.08.16 20:00,0,48125,66875,9875,1880,202,-78999,0.181,96.543
2021.08.16 20:15,0,48125,66875,9625,1879,202,-79011,0.181,96.574
2021.08.16 20:30,0,48125,#VALUE!,10,1877,202,-79035,0.180,96.636
2021.08.16 20:45,0,48125,6875,10125,1876,202,-79047,0.180,96.667
2021.08.16 21:00,0,4875,6875,#VALUE!,1875,202,-6287,0.180,-0.176
2021.08.16 21:15,0,4875,6875,#VALUE!,1874,202,-6289,0.180,-0.176
2021.08.16 21:30,0,4875,7,9625,1872,202,-6294,0.180,-0.176
2021.08.16 21:45,0,4875,7,9625,1871,202,-6296,0.179,-0.175
2021.08.16 22:00,0,4875,7,9875,1870,202,-6298,0.179,-0.175
2021.08.16 22:15,0,4875,7,10375,1868,202,-6302,0.179,-0.175
2021.08.16 22:30,0,49375,7125,10875,1867,202,-81262,0.179,102.437
2021.08.16 22:45,0,49375,#VALUE!,111875,1866,202,-81274,0.178,102.470
2021.08.16 23:00,0,5,74375,#VALUE!,1865,202,1897,0.178,0.193
2021.08.16 23:15,0,5,#VALUE!,11,1863,202,1895,0.178,0.192
2021.08.16 23:30,0,5,75625,11,1862,202,1894,0.178,0.192
2021.08.16 23:45,0,5,76875,#VALUE!,1861,202,1893,0.178,0.192
2021.08.17 00:00,0,5,78125,#VALUE!,1859,202,1891,0.177,0.191
2021.08.17 00:15,0,5,7875,#VALUE!,1858,202,1890,0.177,0.191
2021.08.17 00:30,0,5,7875,11125,1857,202,1889,0.177,0.191
2021.08.17 00:45,0,50625,#VALUE!,108125,1855,202,-83519,0.176,108.490
2021.08.17 01:00,0,5125,#VALUE!,10375,1854,202,-6754,0.176,-0.129
2021.08.17 01:15,0,5125,#VALUE!,10125,1852,202,-6758,0.176,-0.128
2021.08.17 01:30,0,5125,7625,#VALUE!,1851,202,-6760,0.176,-0.128
2021.08.17 01:45,0,5125,75625,93125,1850,202,-6762,0.176,-0.128
2021.08.17 02:00,0,5125,#VALUE!,8875,1849,202,-6764,0.175,-0.127
2021.08.17 02:15,0,5125,7375,8625,1847,202,-6769,0.175,-0.127
2021.08.17 02:30,0,5125,#VALUE!,8125,1846,202,-6771,0.175,-0.127
2021.08.17 02:45,0,51875,7125,76875,1845,202,-85757,0.175,114.663
2021.08.17 03:00,0,51875,70625,69375,1844,202,-85770,0.174,114.699
2021.08.17 03:15,0,#VALUE!,6875,6375,1843,202,#VALUE!,0.174,#VALUE!
2021.08.17 03:30,0,#VALUE!,#VALUE!,63125,1843,202,#VALUE!,0.174,#VALUE!
2021.08.17 03:45,0,#VALUE!,6625,60625,1842,202,#VALUE!,0.174,#VALUE!
2021.08.17 04:00,0,#VALUE!,#VALUE!,5375,1841,202,#VALUE!,0.174,#VALUE!
2021.08.17 04:15,0,#VALUE!,63125,4625,1840,202,#VALUE!,0.174,#VALUE!
2021.08.17 04:30,0,#VALUE!,6125,3875,1840,202,#VALUE!,0.174,#VALUE!
2021.08.17 04:45,0,#VALUE!,5875,36875,1839,202,#VALUE!,0.174,#VALUE!
2021.08.17 05:00,0,#VALUE!,56875,2625,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 05:15,0,#VALUE!,5375,1375,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 05:30,0,#VALUE!,50625,1,1837,202,#VALUE!,0.173,#VALUE!
2021.08.17 05:45,0,#VALUE!,4875,1375,1837,202,#VALUE!,0.173,#VALUE!
2021.08.17 06:00,0,#VALUE!,#VALUE!,16875,1837,202,#VALUE!,0.173,#VALUE!
2021.08.17 06:15,0,#VALUE!,46875,2,1837,202,#VALUE!,0.173,#VALUE!
2021.08.17 06:30,0,#VALUE!,4625,2,1837,202,#VALUE!,0.173,#VALUE!
2021.08.17 06:45,0,#VALUE!,4625,25625,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 07:00,0,#VALUE!,4625,#VALUE!,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 07:15,0,#VALUE!,#VALUE!,20625,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 07:30,0,#VALUE!,4375,1375,1838,202,#VALUE!,0.173,#VALUE!
2021.08.17 07:45,0,#VALUE!,43125,1375,1839,202,#VALUE!,0.174,#VALUE!
2021.08.17 08:00,0,51875,#VALUE!,15625,1839,202,-85835,0.174,114.880
2021.08.17 08:15,0,51875,41875,14375,1840,202,-85822,0.174,114.844
2021.08.17 08:30,0,51875,4125,1625,1838,202,-85848,0.173,114.916
2021.08.17 08:45,0,5125,4125,2375,1839,202,-6786,0.174,-0.125
2021.08.17 09:00,0,5125,41875,2625,1839,202,-6786,0.174,-0.125
2021.08.17 09:15,0,5125,41875,#VALUE!,1839,202,-6786,0.174,-0.125
2021.08.17 09:30,0,5125,41875,24375,1839,202,-6786,0.174,-0.125
2021.08.17 09:45,0,5125,4125,2125,1839,202,-6786,0.174,-0.125
2021.08.17 10:00,0,5125,4125,2375,1839,202,-6786,0.174,-0.125
2021.08.17 10:15,0,5125,4125,2875,1839,202,-6786,0.174,-0.125
2021.08.17 10:30,0,50625,41875,44375,1839,202,-83721,0.174,109.040
2021.08.17 10:45,0,50625,#VALUE!,3,1839,202,-83721,0.174,109.040
2021.08.17 11:00,0,5,4125,29375,1839,202,1871,0.174,0.188
2021.08.17 11:15,0,5,4125,3125,1839,202,1871,0.174,0.188
2021.08.17 11:30,0,5,41875,36875,1839,202,1871,0.174,0.188
2021.08.17 11:45,0,5,41875,#VALUE!,1839,202,1871,0.174,0.188
2021.08.17 12:00,0,5,43125,55625,1839,202,1871,0.174,0.188
2021.08.17 12:15,0,5,#VALUE!,#VALUE!,1839,202,1871,0.174,0.188
2021.08.17 12:30,0,5,46875,6625,1838,202,1870,0.173,0.188
2021.08.17 12:45,0,5,48125,#VALUE!,1838,202,1870,0.173,0.188
2021.08.17 13:00,0,5,4875,6375,1838,202,1870,0.173,0.188
2021.08.17 13:15,0,49375,4875,5875,1838,202,-81620,0.173,103.385
2021.08.17 13:30,0,49375,4875,48125,1837,202,-81632,0.173,103.418
2021.08.17 13:45,0,49375,#VALUE!,38125,1837,202,-81632,0.173,103.418
2021.08.17 14:00,0,49375,4625,#VALUE!,1836,202,-81645,0.173,103.451
2021.08.17 14:15,0,49375,#VALUE!,2875,1836,202,-81645,0.173,103.451
2021.08.17 14:30,0,4875,44375,30625,1836,202,-6370,0.173,-0.168
2021.08.17 14:45,0,4875,4375,2875,1836,202,-6370,0.173,-0.168
2021.08.17 15:00,0,4875,4375,3125,1836,202,-6370,0.173,-0.168
2021.08.17 15:15,0,4875,4375,33125,1835,202,-6372,0.173,-0.168
2021.08.17 15:30,0,4875,4375,3625,1835,202,-6372,0.173,-0.168
2021.08.17 15:45,0,4875,4375,4875,1835,202,-6372,0.173,-0.168
2021.08.17 16:00,0,4875,45625,45625,1835,202,-6372,0.173,-0.168
2021.08.17 16:15,0,4875,#VALUE!,6,1834,202,-6374,0.173,-0.168
2021.08.17 16:30,0,4875,4875,#VALUE!,1834,202,-6374,0.173,-0.168
2021.08.17 16:45,0,4875,5125,7375,1834,202,-6374,0.173,-0.168
2021.08.17 17:00,0,4875,#VALUE!,69375,1833,202,-6376,0.172,-0.168
2021.08.17 17:15,0,4875,5375,#VALUE!,1833,202,-6376,0.172,-0.168
2021.08.17 17:30,0,4875,#VALUE!,8,1832,202,-6378,0.172,-0.168
2021.08.17 17:45,0,4875,5625,#VALUE!,1832,202,-6378,0.172,-0.168
2021.08.17 18:00,0,4875,5875,7625,1831,202,-6380,0.172,-0.167
2021.08.17 18:15,0,4875,#VALUE!,#VALUE!,1830,202,-6382,0.172,-0.167
2021.08.17 18:30,0,4875,#VALUE!,84375,1829,202,-6385,0.172,-0.167
2021.08.17 18:45,0,4875,58125,71875,1829,202,-6385,0.172,-0.167
2021.08.17 19:00,0,4875,#VALUE!,7125,1828,202,-6387,0.172,-0.167
2021.08.17 19:15,0,4875,6125,12,1827,202,-6389,0.171,-0.167
2021.08.17 19:30,0,4875,#VALUE!,12875,1827,202,-6389,0.171,-0.167
2021.08.17 19:45,0,4875,7,119375,1826,202,-6391,0.171,-0.166
2021.08.17 20:00,0,4875,#VALUE!,124375,1825,202,-6393,0.171,-0.166
2021.08.17 20:15,0,4875,76875,13875,1824,202,-6395,0.171,-0.166
2021.08.17 20:30,0,4875,78125,#VALUE!,1823,202,-6397,0.171,-0.166
2021.08.17 20:45,0,4875,#VALUE!,11375,1822,202,-6399,0.170,-0.165
2021.08.17 21:00,0,4875,79375,134375,1820,202,-6404,0.170,-0.165
2021.08.17 21:15,0,49375,#VALUE!,135625,1819,202,-81854,0.170,104.007
2021.08.17 21:30,0,49375,#VALUE!,12,1817,202,-81878,0.170,104.072
2021.08.17 21:45,0,5,#VALUE!,#VALUE!,1816,202,1848,0.169,0.184
2021.08.17 22:00,0,5,#VALUE!,116875,1815,202,1847,0.169,0.184
2021.08.17 22:15,0,5,83125,116875,1814,202,1846,0.169,0.183
2021.08.17 22:30,0,5,8375,12125,1813,202,1845,0.169,0.183
2021.08.17 22:45,0,5,85625,135625,1812,202,1844,0.169,0.183
2021.08.17 23:00,0,50625,88125,14375,1811,202,-84074,0.169,110.002
2021.08.17 23:15,0,50625,89375,135625,1810,202,-84086,0.168,110.036
2021.08.17 23:30,0,5125,9,131875,1809,202,-6851,0.168,-0.118
2021.08.17 23:45,0,5125,9,#VALUE!,1808,202,-6853,0.168,-0.118
2021.08.18 00:00,0,5125,90625,#VALUE!,1807,202,-6856,0.168,-0.117
2021.08.18 00:15,0,5125,9125,#VALUE!,1807,202,-6856,0.168,-0.117
2021.08.18 00:30,0,51875,9125,11875,1806,202,-86259,0.168,116.069
2021.08.18 00:45,0,51875,89375,110625,1805,202,-86272,0.167,116.106
2021.08.18 01:00,0,#VALUE!,#VALUE!,#VALUE!,1804,202,#VALUE!,0.167,#VALUE!
2021.08.18 01:15,0,#VALUE!,8625,106875,1804,202,#VALUE!,0.167,#VALUE!
2021.08.18 01:30,0,#VALUE!,#VALUE!,101875,1803,202,#VALUE!,0.167,#VALUE!
2021.08.18 01:45,0,#VALUE!,8375,#VALUE!,1802,202,#VALUE!,0.167,#VALUE!
2021.08.18 02:00,0,#VALUE!,#VALUE!,8875,1801,202,#VALUE!,0.167,#VALUE!
2021.08.18 02:15,0,53125,80625,85625,1801,202,-88448,0.167,122.307
2021.08.18 02:30,0,5375,79375,#VALUE!,1800,202,-7296,0.167,-0.064
2021.08.18 02:45,0,5375,78125,8,1800,202,-7296,0.167,-0.064
2021.08.18 03:00,0,5375,76875,#VALUE!,1799,202,-7298,0.166,-0.064
2021.08.18 03:15,0,5375,75625,69375,1799,202,-7298,0.166,-0.064
2021.08.18 03:30,0,5375,7375,#VALUE!,1798,202,-7300,0.166,-0.064
2021.08.18 03:45,0,5375,71875,#VALUE!,1798,202,-7300,0.166,-0.064
2021.08.18 04:00,0,5375,7,#VALUE!,1797,202,-7302,0.166,-0.063
2021.08.18 04:15,0,5375,68125,46875,1797,202,-7302,0.166,-0.063
2021.08.18 04:30,0,5375,6625,4375,1796,202,-7304,0.166,-0.063
2021.08.18 04:45,0,5375,64375,39375,1796,202,-7304,0.166,-0.063
2021.08.18 05:00,0,5375,#VALUE!,34375,1796,202,-7304,0.166,-0.063
2021.08.18 05:15,0,5375,6,3,1795,202,-7307,0.166,-0.063
2021.08.18 05:30,0,5375,58125,#VALUE!,1795,202,-7307,0.166,-0.063
2021.08.18 05:45,0,5375,5625,2625,1795,202,-7307,0.166,-0.063
2021.08.18 06:00,0,5375,#VALUE!,#VALUE!,1795,202,-7307,0.166,-0.063
2021.08.18 06:15,0,5375,53125,2,1795,202,-7307,0.166,-0.063
2021.08.18 06:30,0,5375,5125,16875,1795,202,-7307,0.166,-0.063
2021.08.18 06:45,0,5375,5,13125,1795,202,-7307,0.166,-0.063
2021.08.18 07:00,0,5375,#VALUE!,#VALUE!,1795,202,-7307,0.166,-0.063
2021.08.18 07:15,0,5375,45625,#VALUE!,1796,202,-7304,0.166,-0.063
2021.08.18 07:30,0,5375,43125,#VALUE!,1796,202,-7304,0.166,-0.063
2021.08.18 07:45,0,5375,4125,#VALUE!,1796,202,-7304,0.166,-0.063
2021.08.18 08:00,0,53125,4125,#VALUE!,1797,202,-88500,0.166,122.459
2021.08.18 08:15,0,53125,40625,#VALUE!,1797,202,-88500,0.166,122.459
2021.08.18 08:30,0,53125,3875,#VALUE!,1798,202,-88487,0.166,122.421
2021.08.18 08:45,0,#VALUE!,#VALUE!,-1125,1798,202,#VALUE!,0.166,#VALUE!
2021.08.18 09:00,0,#VALUE!,3625,#VALUE!,1799,202,#VALUE!,0.166,#VALUE!
2021.08.18 09:15,0,#VALUE!,3625,#VALUE!,1800,202,#VALUE!,0.167,#VALUE!
2021.08.18 09:30,0,#VALUE!,3625,#VALUE!,1800,202,#VALUE!,0.167,#VALUE!
2021.08.18 09:45,0,#VALUE!,3625,#VALUE!,1801,202,#VALUE!,0.167,#VALUE!
2021.08.18 10:00,0,51875,34375,-1125,1801,202,-86323,0.167,116.250
2021.08.18 10:15,0,5125,#VALUE!,-11875,1801,202,-6869,0.167,-0.116
2021.08.18 10:30,0,5125,3125,-1125,1802,202,-6866,0.167,-0.116
2021.08.18 10:45,0,5125,3,-1125,1802,202,-6866,0.167,-0.116
2021.08.18 11:00,0,5125,29375,#VALUE!,1803,202,-6864,0.167,-0.116
2021.08.18 11:15,0,5125,3,0,1804,202,-6862,0.167,-0.117
2021.08.18 11:30,0,50625,3,#VALUE!,1804,202,-84161,0.167,110.242
2021.08.18 11:45,0,50625,30625,#VALUE!,1805,202,-84149,0.167,110.208
2021.08.18 12:00,0,5,3125,#VALUE!,1805,202,1837,0.167,0.182
2021.08.18 12:15,0,5,3125,#VALUE!,1806,202,1838,0.168,0.182
2021.08.18 12:30,0,5,3125,#VALUE!,1807,202,1839,0.168,0.182
2021.08.18 12:45,0,5,31875,#VALUE!,1807,202,1839,0.168,0.182
2021.08.18 13:00,0,49375,31875,#VALUE!,1808,202,-81989,0.168,104.366
2021.08.18 13:15,0,49375,3125,#VALUE!,1808,202,-81989,0.168,104.366
2021.08.18 13:30,0,4875,3125,#VALUE!,1808,202,-6429,0.168,-0.163
2021.08.18 13:45,0,4875,3125,1,1809,202,-6427,0.168,-0.163
2021.08.18 14:00,0,4875,31875,1125,1809,202,-6427,0.168,-0.163
2021.08.18 14:15,0,4875,31875,1125,1809,202,-6427,0.168,-0.163
2021.08.18 14:30,0,4875,31875,#VALUE!,1809,202,-6427,0.168,-0.163
2021.08.18 14:45,0,4875,3125,#VALUE!,1810,202,-6425,0.168,-0.163
2021.08.18 15:00,0,48125,31875,#VALUE!,1810,202,-79842,0.168,98.718
2021.08.18 15:15,0,48125,3375,#VALUE!,1811,202,-79830,0.169,98.687
2021.08.18 15:30,0,#VALUE!,3625,#VALUE!,1810,202,#VALUE!,0.168,#VALUE!
2021.08.18 15:45,0,#VALUE!,#VALUE!,43125,1811,202,#VALUE!,0.169,#VALUE!
2021.08.18 16:00,0,#VALUE!,4,5125,1811,202,#VALUE!,0.169,#VALUE!
2021.08.18 16:15,0,#VALUE!,43125,64375,1811,202,#VALUE!,0.169,#VALUE!
2021.08.18 16:30,0,#VALUE!,4625,6125,1811,202,#VALUE!,0.169,#VALUE!
2021.08.18 16:45,0,#VALUE!,#VALUE!,6125,1811,202,#VALUE!,0.169,#VALUE!
2021.08.18 17:00,0,#VALUE!,4875,7,1810,202,#VALUE!,0.168,#VALUE!
2021.08.18 17:15,0,#VALUE!,#VALUE!,7875,1810,202,#VALUE!,0.168,#VALUE!
2021.08.18 17:30,0,#VALUE!,#VALUE!,7875,1810,202,#VALUE!,0.168,#VALUE!
2021.08.18 17:45,0,#VALUE!,#VALUE!,#VALUE!,1810,202,#VALUE!,0.168,#VALUE!
2021.08.18 18:00,0,#VALUE!,6,9,1809,202,#VALUE!,0.168,#VALUE!
2021.08.18 18:15,0,#VALUE!,#VALUE!,8875,1808,202,#VALUE!,0.168,#VALUE!
2021.08.18 18:30,0,#VALUE!,64375,90625,1808,202,#VALUE!,0.168,#VALUE!
2021.08.18 18:45,0,#VALUE!,6625,8625,1807,202,#VALUE!,0.168,#VALUE!
2021.08.18 19:00,0,#VALUE!,6625,8125,1806,202,#VALUE!,0.168,#VALUE!
2021.08.18 19:15,0,#VALUE!,6625,84375,1805,202,#VALUE!,0.167,#VALUE!
2021.08.18 19:30,0,#VALUE!,#VALUE!,9125,1804,202,#VALUE!,0.167,#VALUE!
2021.08.18 19:45,0,#VALUE!,69375,#VALUE!,1803,202,#VALUE!,0.167,#VALUE!
2021.08.18 20:00,0,#VALUE!,71875,10375,1803,202,#VALUE!,0.167,#VALUE!
2021.08.18 20:15,0,48125,7375,10,1802,202,-79938,0.167,98.966
2021.08.18 20:30,0,48125,74375,104375,1801,202,-79950,0.167,98.997
2021.08.18 20:45,0,48125,7625,10625,1800,202,-79962,0.167,99.028
2021.08.18 21:00,0,4875,78125,11375,1799,202,-6448,0.166,-0.161
2021.08.18 21:15,0,4875,7875,101875,1798,202,-6450,0.166,-0.161
2021.08.18 21:30,0,4875,7875,9875,1797,202,-6452,0.166,-0.160
2021.08.18 21:45,0,4875,78125,#VALUE!,1796,202,-6454,0.166,-0.160
2021.08.18 22:00,0,4875,7875,10375,1794,202,-6458,0.165,-0.160
2021.08.18 22:15,0,49375,8,110625,1793,202,-82172,0.165,104.856
2021.08.18 22:30,0,5,8125,114375,1792,202,1824,0.165,0.179
2021.08.18 22:45,0,5,#VALUE!,11875,1791,202,1823,0.165,0.179
2021.08.18 23:00,0,5,#VALUE!,#VALUE!,1790,202,1822,0.165,0.179
2021.08.18 23:15,0,5,85625,#VALUE!,1789,202,1821,0.165,0.179
2021.08.18 23:30,0,5,#VALUE!,95625,1788,202,1820,0.164,0.179
2021.08.18 23:45,0,50625,#VALUE!,8625,1786,202,-84387,0.164,110.860
2021.08.19 00:00,0,50625,8125,9125,1785,202,-84399,0.164,110.895
2021.08.19 00:15,0,5125,80625,#VALUE!,1784,202,-6905,0.164,-0.112
2021.08.19 00:30,0,5125,8,8125,1784,202,-6905,0.164,-0.112
2021.08.19 00:45,0,5125,78125,7625,1783,202,-6907,0.163,-0.111
2021.08.19 01:00,0,5125,7625,69375,1782,202,-6910,0.163,-0.111
2021.08.19 01:15,0,51875,#VALUE!,6875,1782,202,-86566,0.163,116.934
2021.08.19 01:30,0,5125,7375,68125,1781,202,-6912,0.163,-0.111
2021.08.19 01:45,0,51875,#VALUE!,#VALUE!,1781,202,-86579,0.163,116.970
2021.08.19 02:00,0,#VALUE!,7125,6,1781,202,#VALUE!,0.163,#VALUE!
2021.08.19 02:15,0,#VALUE!,7,#VALUE!,1780,202,#VALUE!,0.163,#VALUE!
2021.08.19 02:30,0,#VALUE!,6875,#VALUE!,1780,202,#VALUE!,0.163,#VALUE!
2021.08.19 02:45,0,#VALUE!,#VALUE!,5375,1779,202,#VALUE!,0.163,#VALUE!
2021.08.19 03:00,0,#VALUE!,65625,5,1779,202,#VALUE!,0.163,#VALUE!
2021.08.19 03:15,0,#VALUE!,6375,#VALUE!,1779,202,#VALUE!,0.163,#VALUE!
2021.08.19 03:30,0,#VALUE!,#VALUE!,45625,1779,202,#VALUE!,0.163,#VALUE!
2021.08.19 03:45,0,#VALUE!,61875,#VALUE!,1779,202,#VALUE!,0.163,#VALUE!
2021.08.19 04:00,0,#VALUE!,60625,4375,1778,202,#VALUE!,0.163,#VALUE!
2021.08.19 04:15,0,#VALUE!,6,#VALUE!,1778,202,#VALUE!,0.163,#VALUE!
2021.08.19 04:30,0,#VALUE!,5875,3875,1778,202,#VALUE!,0.163,#VALUE!
2021.08.19 04:45,0,#VALUE!,#VALUE!,#VALUE!,1778,202,#VALUE!,0.163,#VALUE!
