"Date","mean_temp"
2022-06-01,-0.322767857142857
2022-06-02,-0.26220703125
2022-06-03,-0.0804578993055556
2022-06-04,-0.0549045138888889
2022-06-05,-0.0502387152777778
2022-06-06,-0.0479058159722222
2022-06-07,-0.0457356770833333
2022-06-08,-0.0360243055555556
2022-06-09,-0.0124240451388889
2022-06-10,0.256076388888889
2022-06-11,0.537217881944444
2022-06-12,0.7080078125
2022-06-13,0.690972222222222
2022-06-14,0.614691840277778
2022-06-15,1.43321397569444
2022-06-16,2.07606336805556
2022-06-17,3.29622395833333
2022-06-18,3.79519314236111
2022-06-19,2.97520616319444
2022-06-20,3.09266493055556
2022-06-21,3.60611979166667
2022-06-22,3.72412109375
2022-06-23,5.85319010416667
2022-06-24,6.529296875
2022-06-25,7.78038194444444
2022-06-26,8.8619135534318
2022-06-27,8.71175130208333
2022-06-28,9.61892361111111
2022-06-29,8.71576605902778
2022-06-30,8.30192057291667
2022-07-01,10.2801106770833
2022-07-02,10.3484700520833
2022-07-03,10.8056640625
2022-07-04,11.8287760416667
2022-07-05,11.5777994791667
2022-07-06,11.0035264756944
2022-07-07,9.93055555555556
2022-07-08,8.95160590277778
2022-07-09,8.36349826388889
2022-07-10,7.82850477430556
2022-07-11,6.45638020833333
2022-07-12,4.48920355902778
2022-07-13,7.16422526041667
2022-07-14,4.98844401041667
2022-07-15,6.35671657986111
2022-07-16,6.69037543402778
2022-07-17,8.50254991319444
2022-07-18,6.75233289930556
2022-07-19,6.10243055555556
2022-07-20,4.89599609375
2022-07-21,5.83203125
2022-07-22,6.14800347222222
2022-07-23,5.56591796875
2022-07-24,5.25884331597222
2022-07-25,8.61338975694444
2022-07-26,11.2265082465278
2022-07-27,5.75086805555556
2022-07-28,6.85167100694444
2022-07-29,7.87955729166667
2022-07-30,8.47829861111111
2022-07-31,7.03472222222222
2022-08-01,8.15890842013889
2022-08-02,5.57009548611111
2022-08-03,6.58734809027778
2022-08-04,8.63916015625
2022-08-05,7.60942925347222
2022-08-06,6.24728732638889
2022-08-07,5.84933810763889
2022-08-08,4.74050564236111
2022-08-09,6.24685329861111
2022-08-10,4.27376302083333
2022-08-11,7.22672526041667
2022-08-12,9.18429904513889
2022-08-13,8.14322916666667
2022-08-14,6.73177083333333
2022-08-15,5.38766996291718
