"","cell","ID","pft_agb_deciduousshrub_p50_2020_wgs84","x","y"
"110",4291,1,35.6826289549303,-142.8326,69.94051
"111",4292,1,40.5136086518189,-142.7326,69.94051
"112",4293,1,43.6317135851925,-142.6326,69.94051
"113",4294,1,42.5136998143024,-142.5326,69.94051
"114",4295,1,38.6155967119388,-142.4326,69.94051
"115",4296,1,24.6120709967786,-142.3326,69.94051
"116",4297,1,19.5111359731839,-142.2326,69.94051
"117",4298,1,16.6553981405793,-142.1326,69.94051
"118",4299,1,12.6978152460095,-142.0326,69.94051
"119",4533,1,94.8429813094072,-146.4326,69.84051
"120",4534,1,101.370547519771,-146.3326,69.84051
"121",4535,1,113.28581477274,-146.2326,69.84051
"122",4536,1,115.352431317343,-146.1326,69.84051
"123",4537,1,119.403725283734,-146.0326,69.84051
"124",4538,1,118.074837561155,-145.9326,69.84051
"125",4539,1,114.444758417028,-145.8326,69.84051
"126",4540,1,114.377458988074,-145.7326,69.84051
"127",4541,1,103.413768427826,-145.6326,69.84051
"128",4542,1,102.640974938718,-145.5326,69.84051
"129",4543,1,102.197345019338,-145.4326,69.84051
"130",4544,1,88.0364597428516,-145.3326,69.84051
"131",4545,1,101.238549132199,-145.2326,69.84051
"132",4546,1,123.078460700976,-145.1326,69.84051
"133",4547,1,134.802827387474,-145.0326,69.84051
"134",4548,1,133.992998606886,-144.9326,69.84051
"135",4549,1,136.856427335978,-144.8326,69.84051
"136",4550,1,143.236226110542,-144.7326,69.84051
"137",4551,1,131.360724129896,-144.6326,69.84051
"138",4552,1,119.454734690601,-144.5326,69.84051
"139",4553,1,118.305978278752,-144.4326,69.84051
"140",4554,1,143.253884200231,-144.3326,69.84051
"141",4555,1,110.104234373631,-144.2326,69.84051
"142",4556,1,81.770775206176,-144.1326,69.84051
"143",4557,1,93.907436251726,-144.0326,69.84051
"144",4558,1,109.268294209432,-143.9326,69.84051
"145",4559,1,105.31612736998,-143.8326,69.84051
"146",4560,1,80.6710974583415,-143.7326,69.84051
"147",4561,1,54.9184180715618,-143.6326,69.84051
"148",4562,1,56.3489621505367,-143.5326,69.84051
"149",4563,1,61.8603490784193,-143.4326,69.84051
"150",4564,1,65.6005748232875,-143.3326,69.84051
"151",4565,1,56.0124666623027,-143.2326,69.84051
"152",4566,1,50.3568974582449,-143.1326,69.84051
"153",4567,1,51.8006515468811,-143.0326,69.84051
"154",4568,1,44.2307313547875,-142.9326,69.84051
"155",4569,1,44.1666003902674,-142.8326,69.84051
"156",4570,1,45.3160626444577,-142.7326,69.84051
"157",4571,1,43.3927827627474,-142.6326,69.84051
"158",4572,1,38.0937294241692,-142.5326,69.84051
"159",4573,1,33.4956558064071,-142.4326,69.84051
"160",4574,1,25.1816676888463,-142.3326,69.84051
"161",4575,1,21.6537864679617,-142.2326,69.84051
"162",4576,1,18.1971583122272,-142.1326,69.84051
"163",4577,1,14.7800607400916,-142.0326,69.84051
"164",4578,1,19.5086050517755,-141.9326,69.84051
"165",4579,1,14.8922789592831,-141.8326,69.84051
"166",4580,1,14.5293209637318,-141.7326,69.84051
"167",4581,1,29.3076170852138,-141.6326,69.84051
"168",4582,1,36.072762927708,-141.5326,69.84051
"169",4810,1,99.3219985961914,-146.5326,69.74051
"170",4811,1,89.4884894281509,-146.4326,69.74051
"171",4812,1,90.4354429484777,-146.3326,69.74051
"172",4813,1,112.262564925819,-146.2326,69.74051
"173",4814,1,129.328816999233,-146.1326,69.74051
"174",4815,1,136.194287802559,-146.0326,69.74051
"175",4816,1,127.555807488515,-145.9326,69.74051
"176",4817,1,117.880341708292,-145.8326,69.74051
"177",4818,1,120.163482408819,-145.7326,69.74051
"178",4819,1,129.273327205032,-145.6326,69.74051
"179",4820,1,141.386366920361,-145.5326,69.74051
"180",4821,1,118.274694219647,-145.4326,69.74051
"181",4822,1,101.974068399648,-145.3326,69.74051
"182",4823,1,98.1295131125696,-145.2326,69.74051
"183",4824,1,101.341684934155,-145.1326,69.74051
"184",4825,1,119.305414027092,-145.0326,69.74051
"185",4826,1,113.605602357069,-144.9326,69.74051
"186",4827,1,108.184416606552,-144.8326,69.74051
"187",4828,1,113.187987467423,-144.7326,69.74051
"188",4829,1,107.746371996822,-144.6326,69.74051
"189",4830,1,102.289594879873,-144.5326,69.74051
"190",4831,1,117.541422294119,-144.4326,69.74051
"191",4832,1,143.606807695196,-144.3326,69.74051
"192",4833,1,122.579548945844,-144.2326,69.74051
"193",4834,1,111.994568961131,-144.1326,69.74051
"194",4835,1,139.295389321966,-144.0326,69.74051
"195",4836,1,153.630323272192,-143.9326,69.74051
"196",4837,1,135.103008188862,-143.8326,69.74051
"197",4838,1,125.002917969075,-143.7326,69.74051
"198",4839,1,109.644775644293,-143.6326,69.74051
"199",4840,1,85.4258896374421,-143.5326,69.74051
"200",4841,1,94.7769162758447,-143.4326,69.74051
"201",4842,1,86.9424123009971,-143.3326,69.74051
"202",4843,1,88.7895727004139,-143.2326,69.74051
"203",4844,1,89.0029338424992,-143.1326,69.74051
"204",4845,1,78.3972664860543,-143.0326,69.74051
"205",4846,1,70.865353019501,-142.9326,69.74051
"206",4847,1,64.2824103728017,-142.8326,69.74051
"207",4848,1,54.4927293787607,-142.7326,69.74051
"208",4849,1,49.4064236036535,-142.6326,69.74051
"209",4850,1,56.0389979853599,-142.5326,69.74051
"210",4851,1,55.1075652451237,-142.4326,69.74051
"211",4852,1,48.4745357525803,-142.3326,69.74051
"212",4853,1,43.4402931343724,-142.2326,69.74051
"213",4854,1,37.5791713444902,-142.1326,69.74051
"214",4855,1,38.4975387118758,-142.0326,69.74051
"215",4856,1,28.3284673237215,-141.9326,69.74051
"216",4857,1,18.6429490460695,-141.8326,69.74051
"217",4858,1,17.0471342145369,-141.7326,69.74051
"218",4859,1,30.7001748994668,-141.6326,69.74051
"219",4860,1,37.2713988361166,-141.5326,69.74051
"220",4861,1,50.2272662181805,-141.4326,69.74051
"221",4862,1,58.7542290278705,-141.3326,69.74051
"222",4863,1,46.2290595113575,-141.2326,69.74051
"223",4864,1,31.2458906312296,-141.1326,69.74051
"224",4865,1,35.6872762630233,-141.0326,69.74051
"225",4866,1,38.1832469064088,-140.9326,69.74051
"226",4867,1,22.8532222657699,-140.8326,69.74051
"227",4868,1,24.4965900447388,-140.7326,69.74051
"228",4874,1,7.77578139616134,-140.1326,69.74051
"229",4875,1,16.989517592943,-140.0326,69.74051
"230",4876,1,17.5772709851249,-139.9326,69.74051
"231",5089,1,81.9702453613281,-146.4326,69.64051
"232",5090,1,96.1012123376421,-146.3326,69.64051
"233",5091,1,111.529099484998,-146.2326,69.64051
"234",5092,1,128.00165103423,-146.1326,69.64051
"235",5093,1,124.62657971506,-146.0326,69.64051
"236",5094,1,89.2971448465373,-145.9326,69.64051
"237",5095,1,75.5649080240869,-145.8326,69.64051
"238",5096,1,82.654807793596,-145.7326,69.64051
"239",5097,1,80.0682330832792,-145.6326,69.64051
"240",5098,1,72.7585490803368,-145.5326,69.64051
"241",5099,1,64.5325980472864,-145.4326,69.64051
"242",5100,1,64.1666908517044,-145.3326,69.64051
"243",5101,1,55.3506936896483,-145.2326,69.64051
"244",5102,1,37.3865593084935,-145.1326,69.64051
"245",5103,1,32.6572126893754,-145.0326,69.64051
"246",5104,1,29.6878271465567,-144.9326,69.64051
"247",5105,1,29.1448003874414,-144.8326,69.64051
"248",5106,1,46.5555624492726,-144.7326,69.64051
"249",5107,1,52.602648455207,-144.6326,69.64051
"250",5108,1,85.0312213205142,-144.5326,69.64051
"251",5109,1,140.373591357308,-144.4326,69.64051
"252",5110,1,125.441195828978,-144.3326,69.64051
"253",5111,1,128.1450104996,-144.2326,69.64051
"254",5112,1,128.89906533675,-144.1326,69.64051
"255",5113,1,140.2988711527,-144.0326,69.64051
"256",5114,1,125.675268712042,-143.9326,69.64051
"257",5115,1,122.669791249591,-143.8326,69.64051
"258",5116,1,135.808560527374,-143.7326,69.64051
"259",5117,1,138.502558070819,-143.6326,69.64051
"260",5118,1,148.794636749607,-143.5326,69.64051
"261",5119,1,174.202099352786,-143.4326,69.64051
"262",5120,1,167.617628132098,-143.3326,69.64051
"263",5121,1,167.321224745268,-143.2326,69.64051
"264",5122,1,157.467773553064,-143.1326,69.64051
"265",5123,1,131.817118395979,-143.0326,69.64051
"266",5124,1,106.59382272015,-142.9326,69.64051
"267",5125,1,99.6855279805445,-142.8326,69.64051
"268",5126,1,118.3904000891,-142.7326,69.64051
"269",5127,1,107.421433234143,-142.6326,69.64051
"270",5128,1,97.6234584143467,-142.5326,69.64051
"271",5129,1,95.0320121452132,-142.4326,69.64051
"272",5130,1,81.8254667259597,-142.3326,69.64051
"273",5131,1,73.6410579237853,-142.2326,69.64051
"274",5132,1,93.458766180728,-142.1326,69.64051
"275",5133,1,92.6395098594577,-142.0326,69.64051
"276",5134,1,81.4476108933102,-141.9326,69.64051
"277",5135,1,62.5520492902861,-141.8326,69.64051
"278",5136,1,48.0791331362298,-141.7326,69.64051
"279",5137,1,52.5533368878883,-141.6326,69.64051
"280",5138,1,56.2841786719543,-141.5326,69.64051
"281",5139,1,61.854025703092,-141.4326,69.64051
"282",5140,1,64.2598721958175,-141.3326,69.64051
"283",5141,1,50.6218257183264,-141.2326,69.64051
"284",5142,1,39.3116991225199,-141.1326,69.64051
"285",5143,1,43.6619039151234,-141.0326,69.64051
"286",5144,1,47.1319759976605,-140.9326,69.64051
"287",5145,1,33.6460148679004,-140.8326,69.64051
"288",5146,1,36.8563486862365,-140.7326,69.64051
"289",5147,1,188.724416187761,-140.6326,69.64051
"290",5148,1,218.759296060269,-140.5326,69.64051
"291",5149,1,206.356578764321,-140.4326,69.64051
"292",5150,1,236.742790740509,-140.3326,69.64051
"293",5151,1,45.5597049894128,-140.2326,69.64051
"294",5152,1,26.7583300293743,-140.1326,69.64051
"295",5153,1,31.5967337373268,-140.0326,69.64051
"296",5154,1,23.9642978291808,-139.9326,69.64051
"297",5155,1,66.4383319282679,-139.8326,69.64051
"298",5156,1,53.5952136986967,-139.7326,69.64051
"299",5157,1,34.2587631084121,-139.6326,69.64051
"300",5158,1,6.07119088415912,-139.5326,69.64051
"301",5159,1,15.5699963359692,-139.4326,69.64051
"302",5160,1,63.7579786977852,-139.3326,69.64051
"303",5161,1,4.58975488003906,-139.2326,69.64051
"304",5162,1,0.0478538531329803,-139.1326,69.64051
"305",5360,1,196.785305220157,-147.1326,69.54051
"306",5361,1,130.167029494749,-147.0326,69.54051
"307",5362,1,136.775571650609,-146.9326,69.54051
"308",5363,1,192.736640683212,-146.8326,69.54051
"309",5364,1,188.480456802224,-146.7326,69.54051
"310",5365,1,439.717564350337,-146.6326,69.54051
"311",5366,1,444.823560198651,-146.5326,69.54051
"312",5367,1,131.203704174304,-146.4326,69.54051
"313",5368,1,131.267638242895,-146.3326,69.54051
"314",5369,1,141.139579390591,-146.2326,69.54051
"315",5370,1,120.672660966693,-146.1326,69.54051
"316",5371,1,100.021325330657,-146.0326,69.54051
"317",5372,1,83.5828052353304,-145.9326,69.54051
"318",5373,1,59.7040707256332,-145.8326,69.54051
"319",5374,1,37.80837102026,-145.7326,69.54051
"320",5375,1,31.5490964733831,-145.6326,69.54051
"321",5376,1,40.1646461559536,-145.5326,69.54051
"322",5377,1,37.2310307257398,-145.4326,69.54051
"323",5378,1,32.6546392537882,-145.3326,69.54051
"324",5379,1,44.1356941668893,-145.2326,69.54051
"325",5380,1,68.3835004887143,-145.1326,69.54051
"326",5381,1,86.7277322459153,-145.0326,69.54051
"327",5382,1,96.7046339419326,-144.9326,69.54051
"328",5383,1,114.99558551935,-144.8326,69.54051
"329",5384,1,147.710457517317,-144.7326,69.54051
"330",5385,1,127.554941476196,-144.6326,69.54051
"331",5386,1,110.179490417212,-144.5326,69.54051
"332",5387,1,107.487438590179,-144.4326,69.54051
"333",5388,1,102.267142391231,-144.3326,69.54051
"334",5389,1,113.660293669779,-144.2326,69.54051
"335",5390,1,121.101838733399,-144.1326,69.54051
"336",5391,1,104.799870179513,-144.0326,69.54051
"337",5392,1,109.785004039118,-143.9326,69.54051
"338",5393,1,114.427551025835,-143.8326,69.54051
"339",5394,1,122.678431195967,-143.7326,69.54051
"340",5395,1,145.157831122255,-143.6326,69.54051
"341",5396,1,160.110206715765,-143.5326,69.54051
"342",5397,1,195.970171172623,-143.4326,69.54051
"343",5398,1,189.655347554714,-143.3326,69.54051
"344",5399,1,181.105988255642,-143.2326,69.54051
"345",5400,1,177.329264236717,-143.1326,69.54051
"346",5401,1,146.445026221424,-143.0326,69.54051
"347",5402,1,150.534314481215,-142.9326,69.54051
"348",5403,1,163.186533844702,-142.8326,69.54051
"349",5404,1,178.940364590743,-142.7326,69.54051
"350",5405,1,154.442724160698,-142.6326,69.54051
"351",5406,1,105.318461769073,-142.5326,69.54051
"352",5407,1,92.8521973965712,-142.4326,69.54051
"353",5408,1,126.980550926421,-142.3326,69.54051
"354",5409,1,141.325245471566,-142.2326,69.54051
"355",5410,1,158.590180698376,-142.1326,69.54051
"356",5411,1,180.883718544769,-142.0326,69.54051
"357",5412,1,200.318847485237,-141.9326,69.54051
"358",5413,1,156.99665450887,-141.8326,69.54051
"359",5414,1,124.759255976921,-141.7326,69.54051
"360",5415,1,129.106101059628,-141.6326,69.54051
"361",5416,1,128.776391838333,-141.5326,69.54051
"362",5417,1,148.304419029823,-141.4326,69.54051
"363",5418,1,114.833804220165,-141.3326,69.54051
"364",5419,1,86.4855999816958,-141.2326,69.54051
"365",5420,1,103.837297371883,-141.1326,69.54051
"366",5421,1,116.867288510167,-141.0326,69.54051
"367",5422,1,127.290376838134,-140.9326,69.54051
"368",5423,1,127.776859499322,-140.8326,69.54051
"369",5424,1,137.703736934162,-140.7326,69.54051
"370",5425,1,192.527093996101,-140.6326,69.54051
"371",5426,1,207.328954643988,-140.5326,69.54051
"372",5427,1,199.168410996859,-140.4326,69.54051
"373",5428,1,227.067878418451,-140.3326,69.54051
"374",5429,1,184.408211489359,-140.2326,69.54051
"375",5430,1,174.631485358748,-140.1326,69.54051
"376",5431,1,151.31342100774,-140.0326,69.54051
"377",5432,1,88.1642767046968,-139.9326,69.54051
"378",5433,1,81.3750503729556,-139.8326,69.54051
"379",5434,1,66.0412541225973,-139.7326,69.54051
"380",5435,1,44.9635763541769,-139.6326,69.54051
"381",5436,1,14.6243317037202,-139.5326,69.54051
"382",5437,1,23.3201460601595,-139.4326,69.54051
"383",5438,1,64.9646776967521,-139.3326,69.54051
"384",5439,1,11.8863452848836,-139.2326,69.54051
"385",5440,1,6.60404198430006,-139.1326,69.54051
"386",5441,1,45.6790073516674,-139.0326,69.54051
"387",5442,1,42.3572097483372,-138.9326,69.54051
"388",5633,1,77.4932763679613,-147.6326,69.44051
"389",5634,1,118.92971615798,-147.5326,69.44051
"390",5635,1,158.827548125028,-147.4326,69.44051
"391",5636,1,195.419272345079,-147.3326,69.44051
"392",5637,1,227.382727449432,-147.2326,69.44051
"393",5638,1,193.294175904845,-147.1326,69.44051
"394",5639,1,129.942913620958,-147.0326,69.44051
"395",5640,1,134.570832244076,-146.9326,69.44051
"396",5641,1,187.917294066502,-146.8326,69.44051
"397",5642,1,184.076947688684,-146.7326,69.44051
"398",5643,1,402.988991036094,-146.6326,69.44051
"399",5644,1,416.693108681423,-146.5326,69.44051
"400",5645,1,142.417488125872,-146.4326,69.44051
"401",5646,1,133.159387002297,-146.3326,69.44051
"402",5647,1,138.513744130873,-146.2326,69.44051
"403",5648,1,167.272020332054,-146.1326,69.44051
"404",5649,1,228.771708492627,-146.0326,69.44051
"405",5650,1,198.274186096224,-145.9326,69.44051
"406",5651,1,140.887770852059,-145.8326,69.44051
"407",5652,1,98.4075543137983,-145.7326,69.44051
"408",5653,1,54.9245155090228,-145.6326,69.44051
"409",5654,1,35.8329811972316,-145.5326,69.44051
"410",5655,1,22.0029052658914,-145.4326,69.44051
"411",5656,1,17.1439826251151,-145.3326,69.44051
"412",5657,1,34.7755776012722,-145.2326,69.44051
"413",5658,1,57.4774130226128,-145.1326,69.44051
"414",5659,1,77.3266665458363,-145.0326,69.44051
"415",5660,1,91.9816330274487,-144.9326,69.44051
"416",5661,1,96.1918411014979,-144.8326,69.44051
"417",5662,1,124.439989981854,-144.7326,69.44051
"418",5663,1,112.052720761986,-144.6326,69.44051
"419",5664,1,75.3877476873936,-144.5326,69.44051
"420",5665,1,78.253724162141,-144.4326,69.44051
"421",5666,1,61.8668421910782,-144.3326,69.44051
"422",5667,1,53.9946778573031,-144.2326,69.44051
"423",5668,1,82.4509741921397,-144.1326,69.44051
"424",5669,1,93.0033909265939,-144.0326,69.44051
"425",5670,1,95.3688058972573,-143.9326,69.44051
"426",5671,1,105.7071278389,-143.8326,69.44051
"427",5672,1,105.056526046138,-143.7326,69.44051
"428",5673,1,111.891710676425,-143.6326,69.44051
"429",5674,1,150.187380542535,-143.5326,69.44051
"430",5675,1,147.809613388144,-143.4326,69.44051
"431",5676,1,98.9579752927205,-143.3326,69.44051
"432",5677,1,77.2165136623935,-143.2326,69.44051
"433",5678,1,60.7265013571171,-143.1326,69.44051
"434",5679,1,74.708017125158,-143.0326,69.44051
"435",5680,1,70.6901338958263,-142.9326,69.44051
"436",5681,1,81.117833131302,-142.8326,69.44051
"437",5682,1,100.714141488446,-142.7326,69.44051
"438",5683,1,97.7597227843051,-142.6326,69.44051
"439",5684,1,65.4111989276822,-142.5326,69.44051
"440",5685,1,66.2679716381112,-142.4326,69.44051
"441",5686,1,82.5914520737769,-142.3326,69.44051
"442",5687,1,65.4447035623769,-142.2326,69.44051
"443",5688,1,60.0663132123565,-142.1326,69.44051
"444",5689,1,81.6745370488968,-142.0326,69.44051
"445",5690,1,98.9105144017084,-141.9326,69.44051
"446",5691,1,127.82893965538,-141.8326,69.44051
"447",5692,1,115.527328865987,-141.7326,69.44051
"448",5693,1,102.9838467431,-141.6326,69.44051
"449",5694,1,143.15114770848,-141.5326,69.44051
"450",5695,1,214.39412761758,-141.4326,69.44051
"451",5696,1,159.133079632985,-141.3326,69.44051
"452",5697,1,84.2289549276138,-141.2326,69.44051
"453",5698,1,95.524000830615,-141.1326,69.44051
"454",5699,1,171.550408387092,-141.0326,69.44051
"455",5700,1,174.577154412332,-140.9326,69.44051
"456",5701,1,170.954368455855,-140.8326,69.44051
"457",5702,1,142.094535819772,-140.7326,69.44051
"458",5703,1,107.1631022723,-140.6326,69.44051
"459",5704,1,113.226614524702,-140.5326,69.44051
"460",5705,1,137.917412125899,-140.4326,69.44051
"461",5706,1,143.311364880257,-140.3326,69.44051
"462",5707,1,154.679767086284,-140.2326,69.44051
"463",5708,1,149.873251715154,-140.1326,69.44051
"464",5709,1,165.72648959713,-140.0326,69.44051
"465",5710,1,176.524404005844,-139.9326,69.44051
"466",5711,1,157.749670545683,-139.8326,69.44051
"467",5712,1,164.170616911058,-139.7326,69.44051
"468",5713,1,143.697341999247,-139.6326,69.44051
"469",5714,1,94.8932359181483,-139.5326,69.44051
"470",5715,1,96.9588053729475,-139.4326,69.44051
"471",5716,1,85.1684409932646,-139.3326,69.44051
"472",5717,1,77.6284921116422,-139.2326,69.44051
"473",5718,1,65.241551298466,-139.1326,69.44051
"474",5719,1,58.5701186529885,-139.0326,69.44051
"475",5720,1,46.7412326378281,-138.9326,69.44051
"476",5721,1,84.7198882919162,-138.8326,69.44051
"477",5722,1,61.8733572188203,-138.7326,69.44051
"478",5909,1,228.337498944501,-147.8326,69.34051
"479",5910,1,151.571267992751,-147.7326,69.34051
"480",5911,1,90.3823782536321,-147.6326,69.34051
"481",5912,1,121.629466496309,-147.5326,69.34051
"482",5913,1,153.266400586595,-147.4326,69.34051
"483",5914,1,190.365937836489,-147.3326,69.34051
"484",5915,1,197.977898882117,-147.2326,69.34051
"485",5916,1,159.93893749933,-147.1326,69.34051
"486",5917,1,117.157763151243,-147.0326,69.34051
"487",5918,1,106.765699005927,-146.9326,69.34051
"488",5919,1,143.900804048838,-146.8326,69.34051
"489",5920,1,144.149064407386,-146.7326,69.34051
"490",5921,1,132.724883741181,-146.6326,69.34051
"491",5922,1,199.27018658014,-146.5326,69.34051
"492",5923,1,202.037760807378,-146.4326,69.34051
"493",5924,1,136.987283866174,-146.3326,69.34051
"494",5925,1,109.284830899222,-146.2326,69.34051
"495",5926,1,120.669634632268,-146.1326,69.34051
"496",5927,1,144.019265600342,-146.0326,69.34051
"497",5928,1,112.171668956551,-145.9326,69.34051
"498",5929,1,95.4305170863246,-145.8326,69.34051
"499",5930,1,73.6120582440713,-145.7326,69.34051
"500",5931,1,30.0487621366509,-145.6326,69.34051
"501",5932,1,25.841713290639,-145.5326,69.34051
"502",5933,1,22.9645281870516,-145.4326,69.34051
"503",5934,1,15.8561518810871,-145.3326,69.34051
"504",5935,1,26.0428862001394,-145.2326,69.34051
"505",5936,1,47.2136981151686,-145.1326,69.34051
"506",5937,1,40.2888306786518,-145.0326,69.34051
"507",5938,1,22.729055195046,-144.9326,69.34051
"508",5939,1,26.448008042482,-144.8326,69.34051
"509",5940,1,68.7721600205066,-144.7326,69.34051
"510",5941,1,107.050879768395,-144.6326,69.34051
"511",5942,1,104.954390389741,-144.5326,69.34051
"512",5943,1,53.5648771254696,-144.4326,69.34051
"513",5944,1,18.0486795723745,-144.3326,69.34051
"514",5945,1,8.74156368574322,-144.2326,69.34051
"515",5946,1,18.3016936844936,-144.1326,69.34051
"516",5947,1,17.7489531110727,-144.0326,69.34051
"517",5948,1,10.0894756299434,-143.9326,69.34051
"518",5949,1,8.61608167011442,-143.8326,69.34051
"519",5950,1,4.15431665695145,-143.7326,69.34051
"520",5951,1,25.9699678184608,-143.6326,69.34051
"521",5952,1,31.6338469867408,-143.5326,69.34051
"522",5953,1,25.0168431351197,-143.4326,69.34051
"523",5954,1,28.3211440522931,-143.3326,69.34051
"524",5955,1,59.9766513590382,-143.2326,69.34051
